date,sm_tp1_t,sm_tp2_t,sm_tp3_t,sm_tp4_t,sm_tp5_t,sm_tp6_t,sm_tot_t,i_critical,i_quarant,i_under_test,i_nw_confirm,i_nw_quarant,i_nw_release,i_nw_test,i_nw_death,i_confirm_id_rto,i_quarant_id_rto,i_test_id_rto,i_test_cnfm_rto,i_confirm_rto,i_fatality_rto,i_release_rto,i_critical_rto
20200913,5909247,57751,97938,50449,49627,240346,6405358,157,3592,27705,121,-79,197,7813,3,0.005486284,0.021520022,0.003658702,0.010482306,0.010346807,0.000167034,0.821879509,0.042682927
20200914,5754833,232268,270257,228605,335637,307766,7129366,157,3433,27476,109,-159,263,7732,5,0.004915224,0.044265033,0.003607572,0.010494338,0.010360288,0.000168759,0.829661207,0
20200915,5667132,250849,286491,261289,372322,303122,7141205,158,3146,27310,106,-287,389,13576,4,0.004756563,0.08360035,0.006311477,0.010476459,0.01034428,0.000169548,0.843106605,0.006369427
20200916,5546362,235115,275874,250637,353455,299137,6960580,160,2827,25842,113,-319,432,14254,0,0.005046671,0.101398601,0.006585117,0.010452441,0.01032847,0.000168439,0.858069677,0.012658228
20200917,5651520,239386,275741,247459,356312,300441,7070859,160,2742,25508,153,-85,233,13060,5,0.006798791,0.030067209,0.005994037,0.010458441,0.010336732,0.000169716,0.862559033,0
20200918,6371828,244092,280840,247398,357300,327633,7829091,150,2635,25403,126,-107,228,14473,5,0.005561195,0.039022611,0.006602971,0.010446308,0.010326034,0.000170869,0.867796164,0.0625
20200919,6790062,133091,168082,133352,210221,290837,7725645,152,2545,24705,110,-90,199,12797,1,0.004828161,0.034155598,0.005800038,0.010432193,0.010316056,0.000170335,0.872319049,0.013333333
20200920,6166648,61683,105332,61032,61672,251114,6707481,146,2434,24274,82,-111,188,7539,5,0.003581881,0.043614931,0.003397228,0.010431674,0.010317955,0.000172003,0.877388466,0.039473684
20200921,5866283,236487,271987,238982,356832,312348,7282919,141,2412,22536,70,-22,90,4888,2,0.00304679,0.00903862,0.002195176,0.010432072,0.010326722,0.000172523,0.87862877,0.034246575
20200922,5781640,254447,287244,267979,380323,308919,7280552,144,2277,23222,61,-135,193,13523,3,0.002646995,0.055970149,0.006059808,0.010399255,0.010291691,0.00017282,0.884661993,0.021276596
20200923,5815345,250613,287327,264624,381547,310089,7309545,139,2178,20527,110,-99,209,11787,0,0.004760668,0.043478261,0.005250072,0.010381099,0.010286681,0.000171917,0.889472777,0.034722222
20200924,5880195,252283,287894,266430,379397,309324,7375523,126,2116,20782,125,-62,182,12100,5,0.005384218,0.028466483,0.005361339,0.010382005,0.010286915,0.000173204,0.892506748,0.09352518
20200925,6375639,251017,290833,261999,381162,329680,7890330,128,2082,19575,114,-34,146,11277,2,0.00488411,0.016068053,0.004970033,0.0103751,0.010286036,0.000173225,0.89439352,0.015873016
20200926,6314762,141683,177774,154222,251182,281545,7321168,122,1951,18508,61,-131,188,10069,4,0.002600725,0.062920269,0.004415694,0.010351095,0.010267449,0.00017421,0.900068039,0.046875
20200927,5570031,64090,105350,65088,86571,234156,6125286,124,1962,18878,95,11,82,6172,2,0.004039803,0.005638134,0.002694791,0.010366436,0.010281222,0.000174612,0.899919529,0.016393443
20200928,6186219,241897,278817,241450,362463,326042,7636888,120,1963,18587,50,1,44,4786,5,0.002117657,0.000509684,0.002084026,0.010365284,0.010281567,0.000176422,0.899877435,0.032258065
20200929,6611309,206309,254688,194719,296362,338176,7901563,115,1822,20056,38,-141,178,11741,1,0.001606018,0.071828833,0.005101892,0.010335423,0.010245806,0.000175959,0.905945399,0.041666667
20201005,5506864,217732,257475,211130,312773,300935,6806909,107,1856,22447,73,31,41,6033,1,0.003030177,0.016986301,0.002571233,0.010371123,0.010272159,0.000179393,0.905727529,0.019047619
20201006,5585401,251913,287020,258947,370781,302524,7056586,105,1734,22737,75,-122,197,13055,0,0.003103791,0.065732759,0.005549703,0.010346626,0.010247173,0.000178403,0.911052436,0.018691589
20201007,5666836,249109,286636,257119,372660,304124,7136484,102,1594,22138,114,-140,251,12640,3,0.004703164,0.080738178,0.005343631,0.010336873,0.010240644,0.000178716,0.917094403,0.028571429
20201008,6293189,251940,292572,257737,372843,329814,7798095,97,1532,20978,69,-62,129,10771,2,0.002833326,0.038895859,0.004529297,0.010313928,0.010223355,0.000178748,0.919785439,0.049019608
20201009,6449186,159679,196737,159465,239633,272251,7476951,94,1479,20699,54,-53,106,11389,1,0.002211121,0.0345953,0.004767578,0.010286048,0.010197343,0.000178316,0.922086942,0.030927835
20201010,6410422,117290,152403,105553,193511,275813,7254992,89,1494,18982,72,15,55,4451,2,0.002941657,0.010141988,0.001854403,0.010289634,0.01020841,0.000178818,0.921622943,0.053191489
20201011,5851674,56655,102931,55031,60199,243011,6369501,89,1481,19303,58,-13,69,5799,2,0.002362718,0.008701473,0.002411543,0.010290317,0.010207913,0.000179217,0.922254735,0
20201012,5842268,235144,276119,234927,351463,314509,7254430,87,1541,19192,97,60,36,5127,1,0.003942128,0.040513167,0.00212696,0.010308302,0.010226402,0.000179251,0.920090677,0.02247191
20201013,5760413,252008,288849,262573,379298,308607,7251748,91,1497,20124,91,-44,134,13150,1,0.003683763,0.028552888,0.00544376,0.010293793,0.010208501,0.000178692,0.922118254,0.045977011
20201014,5768408,246122,285932,254045,378066,308495,7241068,85,1410,18396,84,-87,167,12683,4,0.003387916,0.058116232,0.005222006,0.010267238,0.010189875,0.000179402,0.925717501,0.065934066
20201015,5857101,243840,286380,251874,385114,311025,7335334,82,1467,18262,110,57,52,9296,1,0.004421577,0.040425532,0.003807584,0.010272656,0.010196108,0.00017913,0.923723387,0.035294118
20201016,6420309,241299,286209,248411,366447,329543,7892218,85,1414,17355,47,-53,98,8687,2,0.001880903,0.036128153,0.003544645,0.010251545,0.010179204,0.00017931,0.925903735,0.036585366
20201017,6862887,130374,173829,129463,213305,298753,7808611,84,1407,17318,73,-7,78,9101,2,0.002915918,0.004950495,0.003700457,0.010243109,0.010171248,0.000179459,0.926318305,0.011764706
20201018,6314162,59326,108556,54212,61135,258835,6856226,77,1443,17781,91,36,54,6002,1,0.003624343,0.025586354,0.00243141,0.010257055,0.010183352,0.000179428,0.925116076,0.083333333
20201019,5913124,232194,272070,228393,354240,315819,7315840,78,1463,16763,76,20,56,4697,0,0.003015993,0.013860014,0.001898139,0.010264114,0.010194714,0.000179088,0.924549951,0.012987013
20201020,5815341,248621,286775,256220,376336,308710,7292003,71,1420,19379,58,-43,98,12085,3,0.002294758,0.029391661,0.004874505,0.010248259,0.010168542,0.000179424,0.926301662,0.08974359
20201021,5760063,242683,282205,250622,373799,306716,7216088,70,1390,19493,91,-30,118,12180,3,0.003592153,0.021126761,0.004888992,0.010235113,0.010155419,0.000179749,0.927627439,0.014084507
20201022,5837394,240761,281644,243810,366604,308726,7278939,62,1443,19813,119,53,63,11834,3,0.004680617,0.038129496,0.004726999,0.010235575,0.01015495,0.000180096,0.925772227,0.114285714
20201023,6501865,239122,285455,238567,362151,330803,7957963,62,1526,20430,155,83,70,13296,2,0.006068199,0.057519058,0.005285997,0.010245631,0.010162852,0.00017994,0.922912289,0
20201024,6986450,129921,172308,126056,218169,297909,7930813,60,1484,21888,77,-42,117,12058,2,0.002996342,0.027522936,0.004768607,0.010233084,0.010144926,0.000179873,0.924694471,0.032258065
20201025,6548124,60470,108583,51561,59802,263881,7092421,53,1510,21682,61,26,35,5467,0,0.002366634,0.017520216,0.002151787,0.010234252,0.010147101,0.000179487,0.923865924,0.116666667
20201026,5969371,230739,274582,228727,355795,315714,7374928,53,1593,20763,119,83,36,6118,0,0.004605976,0.054966887,0.002402847,0.01025281,0.010169403,0.000179057,0.921017145,0
20201027,5836039,246486,287466,256216,377104,310060,7313371,52,1602,23003,88,9,76,15323,3,0.003390484,0.005649718,0.006003689,0.010234679,0.010142986,0.000179157,0.920823254,0.018867925
20201028,5842725,242381,284906,253230,371063,309156,7303461,52,1612,22904,103,10,92,15373,1,0.003954998,0.006242197,0.005987334,0.010213058,0.010122495,0.000178477,0.92071445,0
20201029,5908035,242182,286824,250245,367814,311253,7366353,53,1641,26148,125,29,95,15018,1,0.004780846,0.017990074,0.00581426,0.010214905,0.010112095,0.000177831,0.919949754,0.019230769
20201030,6543278,236971,285733,239406,353750,333637,7992775,51,1695,26373,114,54,59,14253,1,0.004339386,0.032906764,0.00548619,0.010203577,0.010100562,0.000177243,0.918211105,0.037735849
20201031,7142564,129504,175103,125580,207156,302843,8082750,54,1736,25678,126,41,84,12261,1,0.004775441,0.024188791,0.004693689,0.010201192,0.010101383,0.000176796,0.917015578,0.058823529
20201101,6012537,57119,109917,50848,52917,243510,6526848,51,1812,24838,124,76,46,6138,2,0.004677304,0.043778802,0.002338738,0.010221461,0.010124951,0.000177144,0.914473437,0.055555556
20201102,5839586,228909,270868,221508,327606,311976,7200453,49,1869,25524,97,57,38,6020,2,0.003641825,0.031456954,0.002288425,0.010237729,0.010138623,0.000177498,0.912576687,0.039215686
20201103,5704479,246972,289016,256177,362768,304482,7163894,52,1825,25815,75,-44,115,13209,4,0.002805626,0.023542001,0.005009766,0.010215911,0.010116387,0.000178123,0.914313426,0.06122449
20201104,5713483,242658,284992,245394,356509,304837,7147873,53,1834,24255,117,9,106,12400,2,0.004364532,0.004931507,0.004679494,0.010206201,0.010113216,0.000178044,0.914277225,0.019230769
20201105,5843582,244939,287929,245335,357516,307158,7286459,51,1839,25062,125,5,119,11446,1,0.004642698,0.002726281,0.004299356,0.010212399,0.010116673,0.000177656,0.914451551,0.037735849
20201106,6474695,239166,289380,239657,351387,328479,7922764,50,1897,25629,145,58,86,12608,1,0.005360642,0.03153888,0.004715554,0.01022068,0.010123169,0.000177195,0.912738104,0.019607843
20201107,7020164,126826,176252,120253,194928,297669,7936092,53,1896,26217,89,-1,89,10935,1,0.003272781,0.000527148,0.004070635,0.010214408,0.010115125,0.000176847,0.913022761,0.06
20201108,6477146,58408,113466,52670,57646,260439,7019775,58,1980,25648,143,84,58,5631,1,0.005241359,0.044303797,0.002087683,0.010244166,0.010146958,0.000176848,0.910377015,0.094339623
20201109,5872106,228660,275117,228337,341904,312365,7258489,57,2043,25802,126,63,61,6319,2,0.004594181,0.031818182,0.002337878,0.010267586,0.010169799,0.000177174,0.9084277,0.017241379
20201110,5737569,244037,289496,258045,369395,306582,7205124,54,2007,27855,100,-36,131,14761,5,0.003629501,0.017621145,0.005448476,0.010256281,0.010151401,0.00017805,0.909879936,0.052631579
20201111,5834450,239435,285916,249012,366587,310272,7285672,49,2044,28688,145,37,106,12573,2,0.005243744,0.018435476,0.004615708,0.010265362,0.010157747,0.000177962,0.908947009,0.092592593
20201112,5920728,241352,288540,247524,365970,309410,7373524,53,2049,29284,143,5,138,13238,0,0.00514444,0.002446184,0.00483751,0.010270224,0.01016085,0.000177106,0.909234073,0.081632653
