집계일자,1종교통량,2종교통량,3종교통량,4종교통량,5종교통량,6종교통량,총교통량,decideCnt,clearCnt,examCnt,deathCnt,careCnt,resutlNegCnt,accExamCnt,accExamCompCnt,accDefRate
20200917,5651520,239386,275741,247459,356312,300441,7070859,22657,19543,25508,372,2742,2143727,2191892,2166384,1.045844135
20200918,6371828,244092,280840,247398,357300,327633,7829091,22783,19771,25403,377,2635,2158179,2206365,2180962,1.044630764
20200919,6790062,133091,168082,133352,210221,290837,7725645,22893,19970,24705,378,2545,2171564,2219162,2194457,1.043219348
20200920,6166648,61683,105332,61032,61672,251114,6707481,22975,20158,24274,383,2434,2179452,2226701,2202427,1.043167379
20200921,5866283,236487,271987,238982,356832,312348,7282919,23045,20248,22536,385,2412,2186008,2231589,2209053,1.043207202
20200922,5781640,254447,287244,267979,380323,308919,7280552,23106,20441,23222,388,2277,2198784,2245112,2221890,1.039925469
20200923,5815345,250613,287327,264624,381547,310089,7309545,23216,20650,20527,388,2178,2213156,2256899,2236372,1.038109939
20200924,5880195,252283,287894,266430,379397,309324,7375523,23341,20832,20782,393,2116,2224876,2268999,2248217,1.038200494
20200925,6375639,251017,290833,261999,381162,329680,7890330,23455,20978,19575,395,2082,2237246,2280276,2260701,1.037510047
20200926,6314762,141683,177774,154222,251182,281545,7321168,23516,21166,18508,399,1951,2248321,2290345,2271837,1.035109473
20200927,5570031,64090,105350,65088,86571,234156,6125286,23611,21248,18878,401,1962,2254028,2296517,2277639,1.036643647
20200928,6186219,241897,278817,241450,362463,326042,7636888,23661,21292,18587,406,1963,2259055,2301303,2282716,1.036528416
20200929,6611309,206309,254688,194719,296362,338176,7901563,23699,21470,20056,407,1822,2269289,2313044,2292988,1.03354226
20200930,5892739,66229,107120,42304,50986,240716,6400094,23812,21590,20596,413,1809,2278591,2322999,2302403,1.034223809
20201002,6423193,39980,81947,24198,24160,240976,6834454,23952,21733,19995,416,1803,2289830,2333777,2313782,1.035188276
20201003,5888013,60592,102515,37235,39045,234692,6362092,24027,21787,21287,420,1820,2294545,2339859,2318572,1.036284403
20201004,5020589,53038,103019,50081,45510,218896,5491133,24091,21845,22116,421,1825,2300138,2346345,2324229,1.036515765
20201005,5506864,217732,257475,211130,312773,300935,6806909,24164,21886,22447,422,1856,2305767,2352378,2329931,1.037112258
20201006,5585401,251913,287020,258947,370781,302524,7056586,24239,22083,22737,422,1734,2318457,2365433,2342696,1.034662628
20201007,5666836,249109,286636,257119,372660,304124,7136484,24353,22334,22138,425,1594,2331582,2378073,2355935,1.033687262
20201008,6293189,251940,292572,257737,372843,329814,7798095,24422,22463,20978,427,1532,2343444,2388844,2367866,1.031392824
20201009,6449186,159679,196737,159465,239633,272251,7476951,24476,22569,20699,428,1479,2355058,2400233,2379534,1.02860476
20201010,6410422,117290,152403,105553,193511,275813,7254992,24548,22624,18982,430,1494,2361154,2404684,2385702,1.028963383
20201011,5851674,56655,102931,55031,60199,243011,6369501,24606,22693,19303,432,1481,2366574,2410483,2391180,1.029031691
20201012,5842268,235144,276119,234927,351463,314509,7254430,24703,22729,19192,433,1541,2371715,2415610,2396418,1.030830181
20201013,5760413,252008,288849,262573,379298,308607,7251748,24805,22863,20124,434,1508,2383842,2428771,2408647,1.02983127
20201014,5768408,246122,285932,254045,378066,308495,7241068,24889,23030,18396,438,1421,2398169,2441454,2423058,1.027173101
20201015,5857101,243840,286380,251874,385114,311025,7335334,24988,23082,18262,439,1467,2407489,2450739,2432477,1.027265623
20201016,6420309,241299,286209,248411,366447,329543,7892218,25035,23180,17355,441,1414,2417036,2459426,2442071,1.025154469
20201017,6862887,130374,173829,129463,213305,298753,7808611,25108,23258,17318,443,1407,2426101,2468527,2451209,1.02431086
20201018,6314162,59326,108556,54212,61135,258835,6856226,25199,23312,17781,444,1443,2431549,2474529,2456748,1.025705526
20201019,5913124,232194,272070,228393,354240,315819,7315840,25275,23368,16763,444,1463,2437188,2479226,2462463,1.026411361
20201020,5815341,248621,286775,256220,376336,308710,7292003,25333,23466,19379,447,1420,2446599,2491311,2471932,1.024825926
20201021,5760063,242683,282205,250622,373799,306716,7216088,25424,23584,19493,450,1390,2458574,2503491,2483998,1.023511291
20201022,5837394,240761,281644,243810,366604,308726,7278939,25543,23647,19813,453,1443,2469969,2515325,2495512,1.02355749
20201023,6501865,239122,285455,238567,362151,330803,7957963,25698,23717,20430,455,1526,2482493,2528621,2508191,1.024563121
20201024,6986450,129921,172308,126056,218169,297909,7930813,25775,23834,21888,457,1484,2493016,2540679,2518791,1.023308405
20201025,6548124,60470,108583,51561,59802,263881,7092421,25836,23869,21682,457,1510,2498628,2546146,2524464,1.023425171
20201026,5969371,230739,274582,228727,355795,315714,7374928,25955,23905,20763,457,1593,2505546,2552264,2531501,1.025281049
20201027,5836039,246486,287466,256216,377104,310060,7313371,26043,23981,23003,460,1602,2518541,2567587,2544584,1.023467883
20201028,5842725,242381,284906,253230,371063,309156,7303461,26146,24073,22904,461,1612,2533910,2582960,2560056,1.021305784
20201029,5908035,242182,286824,250245,367814,311253,7366353,26271,24168,26148,462,1641,2545559,2597978,2571830,1.021490534
20201030,6543278,236971,285733,239406,353750,333637,7992775,26385,24227,26373,463,1695,2559473,2612231,2585858,1.020357653
20201031,7142564,129504,175103,125580,207156,302843,8082750,26511,24311,25678,464,1736,2572303,2624492,2598814,1.020119177
20201101,6012537,57119,109917,50848,52917,243510,6526848,26635,24357,24838,466,1812,2579157,2630630,2605792,1.02214605
20201102,5839586,228909,270868,221508,327606,311976,7200453,26732,24395,25524,468,1869,2584394,2636650,2611126,1.023772886
20201103,5704479,246972,289016,256177,362768,304482,7163894,26807,24510,25815,472,1825,2597237,2649859,2624044,1.021591101
20201104,5713483,242658,284992,245394,356509,304837,7147873,26925,24616,24255,474,1835,2611080,2662260,2638005,1.020657656
20201105,5843582,244939,287929,245335,357516,307158,7286459,27050,24735,25062,475,1840,2621594,2673706,2648644,1.021277303
20201106,6474695,239166,289380,239657,351387,328479,7922764,27195,24821,25629,476,1898,2633490,2686314,2660685,1.02210521
20201107,7020164,126826,176252,120253,194928,297669,7936092,27284,24910,26217,477,1897,2643748,2697249,2671032,1.021477841
20201108,6477146,58408,113466,52670,57646,260439,7019775,27427,24968,25648,478,1981,2649805,2702880,2677232,1.024453615
20201109,5872106,228660,275117,228337,341904,312365,7258489,27553,25029,25802,480,2044,2655844,2709199,2683397,1.026795513
20201110,5737569,244037,289496,258045,369395,306582,7205124,27653,25160,27855,485,2008,2668452,2723960,2696105,1.025664802
20201111,5834450,239435,285916,249012,366587,310272,7285672,27799,25266,28688,487,2046,2680047,2736534,2707846,1.026609342
20201112,5920728,241352,288540,247524,365970,309410,7373524,27942,25404,29284,487,2051,2692546,2749772,2720488,1.027095139
20201113,6561501,238419,290518,243122,356531,331283,8021374,28133,25537,30119,488,2108,2703159,2761411,2731292,1.030025351
20201114,6981484,127059,175838,126385,210173,295396,7916335,28338,25636,34692,492,2210,2714259,2777289,2742597,1.033254248
20201115,6458665,60549,117762,56356,60960,262472,7016764,28546,25691,36378,493,2362,2721954,2786878,2750500,1.037847664
20201116,5889116,229654,276021,230251,352336,311678,7289056,28769,25759,38314,494,2516,2730608,2797691,2759377,1.042590411
20201117,5696785,246035,288943,260061,371752,306002,7169578,28998,25860,41202,494,2644,2745555,2815755,2774553,1.045141325
20201118,5581020,229412,278214,237452,350889,300746,6977733,29311,25973,42688,496,2842,2762363,2834362,2791674,1.049943511
20201119,5182195,201579,255175,207256,302426,280733,6429364,29654,26098,45525,498,3058,2778664,2853843,2808318,1.055934549
20201120,6406527,237049,284180,234194,340553,328070,7830573,30017,26263,48143,501,3253,2795283,2873443,2825300,1.062435848
20201121,6594011,125789,169669,119360,195350,286558,7490737,30403,26365,51345,503,3535,2814998,2896746,2845401,1.068496145
20201122,5642238,54222,103593,50809,51801,236430,6139093,30733,26466,54029,505,3762,2824128,2908890,2854861,1.076514759
20201123,5739815,228127,270910,229028,345359,306789,7120028,31004,26539,56455,509,3956,2834676,2922135,2865680,1.081907261
20201124,5553384,244192,284951,257860,373377,301001,7014765,31353,26722,57769,510,4121,2857277,2946399,2888630,1.085393422
20201125,5589571,239126,279937,252086,374705,301392,7036817,31735,26825,55838,513,4397,2878832,2966405,2910567,1.090337381
20201126,5615460,238940,279713,249919,374538,300809,7059379,32318,26950,55361,515,4853,2900367,2988046,2932685,1.101993566
20201127,6178252,237122,279550,247620,368534,319167,7630245,32887,27103,56637,516,5268,2920053,3009577,2952940,1.113703631
20201128,5948076,125466,163076,129973,220086,264057,6850734,33375,27349,58794,522,5504,2939835,3032004,2973210,1.122524141
20201129,5304584,58920,102973,56422,64297,224934,5812130,33824,27542,62829,523,5759,2950318,3046971,2984142,1.133458126
20201130,5495128,223891,268098,226288,344058,299400,6856863,34201,27625,63365,526,6050,2963606,3061172,2997807,1.140867307
20201201,5241030,238558,276926,252887,357908,286214,6653523,34652,27885,64892,526,6241,2984453,3083997,3019105,1.147757365
20201202,5320097,235216,274147,248955,359962,289535,6727912,35163,28065,65154,526,6572,3006653,3106970,3041816,1.155987081
20201203,5402771,234691,275836,242209,354895,290453,6800855,35703,28352,65788,529,6822,3030395,3131886,3066098,1.164444189
20201204,6006954,235740,280761,241969,353834,313785,7433043,36332,28611,64017,536,7185,3057061,3157410,3093393,1.174503207
20201205,5853500,124646,162596,121251,203069,259933,6724995,36915,28917,66267,540,7458,3077314,3180496,3114229,1.185365623
20201206,5188634,57157,102658,53098,57199,220619,5679365,37546,29128,67716,545,7873,3089605,3194867,3127151,1.200645572
20201207,5468088,223472,264651,225572,343147,297104,6822034,38161,29301,68010,549,8311,3103205,3209376,3141366,1.214789999
20201208,5275467,235956,278591,251687,367646,285614,6694961,38755,29650,71274,552,8553,3111296,3221325,3150051,1.230297541
20201209,5320132,232854,271687,245982,363868,288648,6723171,39432,30177,75080,556,8699,3138724,3253236,3178156,1.240719461
20201210,5387017,234693,274688,245351,362789,290303,6794841,40098,30637,72764,564,8897,3165085,3277947,3205183,1.251036212
20201211,5990160,234119,275310,238516,354374,313662,7406141,40786,31157,77688,572,9057,3192739,3311213,3233525,1.26134791
20201212,5754883,123742,159987,129809,220234,257370,6646025,41736,31493,86742,578,9665,3221386,3349864,3263122,1.279020521
20201213,4429723,53889,95645,55234,55591,187532,4877614,42766,31814,90129,580,10372,3241700,3374595,3284466,1.302068586
20201214,5147860,216856,260947,213380,332163,280988,6452194,43484,32102,89247,587,10795,3264308,3397039,3307792,1.314592937
20201215,5010621,231058,270602,236696,350079,278589,6377645,44364,32559,93473,600,11205,3303383,3441220,3347747,1.325189747
20201216,5059843,226470,267896,232249,346199,280342,6412999,45442,32947,94784,612,11883,3348543,3488769,3393985,1.33889808
20201217,5196021,229776,271712,240095,353479,284428,6575511,46453,33610,99258,634,12209,3393129,3538840,3439582,1.350542014
20201218,5685074,230380,271859,237571,351780,296663,7073327,47515,33982,110618,645,12888,3431662,3589795,3479177,1.365696543
20201219,5208566,122284,157117,122477,201027,237529,6049000,48570,34334,126233,659,13577,3471444,3646247,3520014,1.379824058
20201220,4391717,55712,99213,54642,57376,191433,4850093,49665,34722,139475,674,14269,3493954,3683094,3543619,1.401533291
20201221,5354118,222985,263168,224766,345555,292664,6703256,50591,35155,146438,698,14738,3516832,3713861,3567423,1.418138527
20201222,5240879,240351,278200,259315,372269,284847,6675861,51460,35928,151129,722,14810,3569843,3772432,3621303,1.421035467
20201223,5350465,240059,276873,257489,374231,289021,6788138,52550,36726,153109,739,15085,3620912,3826571,3673462,1.430530655
20201224,5807736,233359,275934,243282,361393,308390,7230094,53533,37425,150533,756,15352,3678144,3882210,3731677,1.434556099
20201225,4528026,116853,147996,114858,185446,199322,5292501,54770,38048,156789,773,15949,3727798,3939357,3782568,1.447958107
20201226,4790910,103861,133213,94967,176741,213372,5513064,55902,38532,157012,793,16577,3756501,3969415,3812403,1.466319274
20201227,4196367,50497,89742,51206,54417,183224,4625453,56872,39040,166976,808,17024,3782564,4006412,3839436,1.481259227
20201228,5303435,217877,259324,224009,338014,286004,6628663,57680,39268,169878,819,17593,3810749,4038307,3868429,1.491044556
20201229,5186948,232722,268604,256669,365254,280542,6590739,58725,40703,170962,859,17163,3868494,4098181,3927219,1.495332957
20201230,4952545,216766,254121,228186,323998,268829,6244445,59773,41435,171771,879,17459,3927978,4159522,3987751,1.498915053
20201231,5513627,180714,220824,174898,249639,288471,6628173,60740,42271,170338,900,17569,3982802,4213880,4043542,1.502148364
20210101,4184529,72636,103120,62611,52430,171247,4646573,61769,42953,176927,917,17899,4030622,4269318,4092391,1.509362131
20210102,4564549,86371,114767,65675,82325,194984,5108671,62593,43578,179387,942,18073,4060819,4302799,4123412,1.517990441
20210103,4134736,47856,90733,51243,45398,180879,4550845,63244,44507,186472,962,17775,4091122,4340838,4154366,1.522350221
20210104,4941054,208683,247803,212135,310044,277443,6197162,64264,45240,190732,981,18043,4121612,4376608,4185876,1.535258092
20210105,4873901,229160,266918,249459,350472,273223,6243133,64979,46172,193751,1007,17800,4180631,4439361,4245610,1.530498562
20210106,4761313,220229,259656,238207,341304,265652,6086361,65818,46995,192082,1027,17796,4246968,4504868,4312786,1.526113283
20210107,3781324,200741,243241,214781,274470,197524,4912081,66686,47649,191762,1046,17991,4311361,4569809,4378047,1.523190592
20210108,4670470,204080,245756,199661,280626,249435,5850028,67358,48369,190452,1081,17908,4372194,4630004,4439552,1.517225161
20210109,4276543,110305,141073,103834,161576,200576,4993907,67999,49324,185923,1100,17575,4435694,4689616,4503693,1.509849805
20210110,3701044,46697,84852,46656,48675,163812,4091736,68664,50409,191454,1125,17130,4463346,4723464,4532010,1.515089331
20210111,4955795,210075,251863,213616,310360,275965,6217674,69114,52552,189763,1140,15422,4492808,4751685,4561922,1.515019327
20210112,4807955,224031,264875,246581,335857,262409,6141708,69651,53569,186770,1165,14917,4557664,4814085,4627315,1.505214147
20210113,4905459,220581,261588,239722,336277,266447,6230074,70212,54636,182914,1185,14391,4619186,4872312,4689398,1.497249754
20210114,5229520,226449,267288,241396,348939,281993,6595585,70728,55772,169742,1195,13761,4684889,4925359,4755617,1.487251812
20210115,5691220,225579,267280,238634,344124,300449,7067286,71241,56536,162323,1217,13488,4744511,4978075,4815752,1.479332823
20210116,5361269,118509,150982,119253,189863,243389,6183265,71820,57554,155639,1236,13030,4804811,5032270,4876631,1.472738044
20210117,4456219,52248,92313,55235,54063,192101,4902179,72340,58253,159385,1249,12838,4829565,5061290,4901905,1.475752794
20210118,4395456,198707,243790,211440,294767,239901,5584061,72729,58723,158035,1264,12742,4856456,5087220,4929185,1.475477183
20210119,4940937,223253,265215,235904,334227,271556,6271092,73115,59468,154345,1283,12364,4912866,5140326,4985981,1.466411525
20210120,5259050,226696,267444,245167,351107,286523,6635987,73518,60180,148141,1300,12038,4970470,5192129,5043988,1.457537171
20210121,5187133,222113,267228,239171,347180,280832,6543657,73918,60846,141070,1316,11756,5022620,5237608,5096538,1.450357086
20210122,5636344,218521,261866,228998,324291,299327,6969347,74262,61415,133132,1328,11519,5074830,5282224,5149092,1.442234864
20210123,5293022,113297,144493,112207,181274,242120,6086413,74692,62044,136629,1337,11311,5118386,5329707,5193078,1.438299213
20210124,4774976,48668,86790,47766,49009,203352,5210561,75084,62530,135765,1349,11205,5143500,5354349,5218584,1.438781095
20210125,5406112,217847,258093,224281,331426,296012,6733771,75521,62956,134549,1360,11205,5166016,5376086,5241537,1.440817836
20210126,5021414,216825,262234,237051,328221,279222,6344967,75875,64793,138624,1371,9711,5208269,5422768,5284144,1.435899552
20210127,5380720,229667,267729,244670,335456,292923,6751165,76429,65478,138427,1378,9573,5254391,5469247,5330820,1.43371939
20210128,4848520,219300,262940,240453,332175,259462,6162850,76926,66016,139424,1386,9524,5305839,5522189,5382765,1.42911682
20210129,5451850,217198,259617,221304,313986,292304,6756259,77395,66503,142753,1399,9493,5349116,5569264,5426511,1.426238701
20210130,5348761,119841,153128,126951,197613,239802,6186096,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20210131,4824814,54912,96117,56358,54769,205596,5292566,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20210201,5181493,214249,252283,215038,298843,285981,6447887,78508,68309,149456,1425,8774,5433878,5661842,5512386,1.424210859
20210202,5224630,235047,271183,252769,343112,285233,6611974,78844,68775,154265,1435,8634,5478304,5711413,5557148,1.418785319
20210203,5191954,231443,271006,255636,350824,279867,6580730,79311,69299,138849,1441,8571,5538554,5756714,5617865,1.411764078
20210204,4995888,222656,263962,245156,333824,265603,6327089,79762,69704,120538,1448,8610,5602795,5803095,5682557,1.403628683
20210205,5850860,233837,274672,251463,354375,306945,7272152,80131,70117,107457,1459,8555,5659590,5847178,5739721,1.396078311
20210206,5653301,126653,161097,134434,202250,255807,6533542,80524,70505,97677,1464,8555,5715152,5893353,5795676,1.389380635
20210207,4823813,55883,98291,59804,61589,208575,5307955,80896,70865,90751,1471,8560,5745328,5916975,5826224,1.388480772
20210208,5655190,226319,262246,237441,357263,303404,7041863,81185,71218,84843,1474,8493,5772169,5938197,5853354,1.386982574
20210209,5740818,239223,276217,258149,370408,305741,7190556,81487,71676,82630,1482,8329,5823289,5987406,5904776,1.38001848
20210210,6242284,192974,241578,182293,278980,322348,7460457,81930,72226,80076,1486,8218,5868017,6030023,5949947,1.376987056
20210211,5403228,61375,98361,39108,48988,225226,5876286,82434,72638,81614,1496,8300,5905960,6070008,5988394,1.376562731
20210212,6526142,18937,58791,11123,11143,239159,6865295,82837,72936,80861,1507,8394,5929671,6093369,6012508,1.377744529
20210213,5965511,33672,77063,21943,26264,233488,6357941,83199,73227,70251,1514,8458,5961887,6115337,6045086,1.376307963
20210214,4784886,43519,92108,46233,42323,209807,5218876,83525,73559,78200,1522,8444,5978361,6140086,6061886,1.377871507
20210215,5346922,190320,229567,188029,282019,287975,6524832,83869,73794,80146,1527,8548,5998845,6162860,6082714,1.378808867
20210216,5136609,223768,264356,242405,340876,278102,6486116,84325,74551,76897,1534,8240,6052268,6213490,6136593,1.374133823
20210217,5041318,217624,259128,228753,326935,277461,6351219,84946,75360,72410,1538,8048,6103211,6260567,6188157,1.372718889
20210218,5223294,218658,259756,229486,333487,286065,6550746,85567,75896,70720,1544,8127,6146927,6303214,6232494,1.372917487
20210219,5956281,224923,267169,236563,348407,311953,7345296,86128,76513,71116,1550,8065,6188748,6345992,6274876,1.372584893
20210220,5969565,121603,156117,123254,200764,263593,6834896,86576,77083,76137,1553,7940,6227918,6390631,6314494,1.371067896
20210221,5359788,55012,96388,51986,55525,225434,5844133,86992,77516,73356,1557,7919,6250992,6411340,6337984,1.37255001
20210222,5702163,220815,259496,225017,345328,305908,7058727,87324,77887,72461,1562,7875,6269359,6429144,6356683,1.373735327
20210223,5549034,235569,273970,256609,368145,298916,6982243,87681,78394,74065,1573,7714,6310933,6472679,6398614,1.370312383
20210224,5613221,232806,272620,252858,365165,301194,7037864,88120,79050,74988,1576,7494,6347880,6510988,6436000,1.3691734
20210225,5619806,231090,270602,249506,361791,300607,7033402,88516,79487,68672,1581,7448,6394026,6551214,6482542,1.365452009
20210226,6263845,227705,269803,237323,347143,323128,7668947,88922,79880,68942,1585,7457,6432202,6590066,6521124,1.363599281
20210227,6639591,126254,160852,128576,218198,282011,7555482,89321,80333,68989,1595,7393,6468905,6627215,6558226,1.361968923
20210228,6414462,54283,92850,45261,52783,247439,6907078,89676,80697,72889,1603,7376,6486441,6649006,6576117,1.363661869
20210301,4826883,108965,134505,89891,123693,209091,5493028,90029,81070,73745,1605,7354,6501981,6665755,6592010,1.365729118
20210302,5240090,220360,261468,219763,299255,287676,6528612,90372,81338,73432,1606,7428,6518172,6681976,6608544,1.367502433
20210303,5408689,240033,276746,251177,353043,293116,6822804,90816,81700,65867,1612,7504,6559520,6716203,6650336,1.365585137
20210304,5402998,236107,274532,244686,357973,290392,6806688,91240,82162,60089,1619,7459,6600571,6751900,6691811,1.363457515
20210305,6013544,233670,277065,239364,350156,316531,7430330,91638,82560,63707,1627,7451,6633666,6789011,6725304,1.362585245
20210306,5820202,122836,156835,119329,196256,259709,6675167,92055,82913,65171,1632,7510,6664717,6821943,6756772,1.362410926
20210307,5162260,54917,97737,50784,54255,220043,5639996,92471,83220,66396,1634,7617,6684259,6843126,6776730,1.364537174
20210308,5576169,222889,265171,226635,349826,301683,6942373,92817,83474,67394,1642,7701,6701598,6861809,6794415,1.366077874
20210309,5483313,238547,278741,253912,374694,297820,6927027,93263,83900,70501,1645,7718,6739220,6902984,6832483,1.364994249
20210310,5545852,233633,275172,248849,371222,298768,6973496,93733,84312,70278,1648,7773,6774873,6938884,6868606,1.364658273
20210311,5617334,235310,276171,244504,370712,298592,7042623,94198,84675,68248,1652,7871,6814539,6976985,6908737,1.363461947
20210312,5924557,217430,266860,221188,336151,311630,7277816,94686,85743,68738,1662,7281,6849240,7012664,6943926,1.363580199
20210313,6275750,121509,156814,116178,196712,275332,7142295,95176,86625,67874,1667,6884,6883732,7046782,6978908,1.363766366
20210314,5702013,55138,95459,48945,53960,238367,6193882,95635,87408,69843,1669,6558,6900923,7066401,6996558,1.366886403
20210315,5688789,226184,269308,229923,347533,307146,7068883,96017,87754,71590,1675,6588,6917333,7084940,7013350,1.369060435
20210316,5521298,236348,279429,252301,370172,297783,6957331,96380,88255,78044,1678,6447,6951653,7126077,7048033,1.367473733
20210317,5606030,235007,278549,248378,368284,300784,7037032,96849,88814,83462,1686,6349,6991199,7171510,7088048,1.366370544
20210318,5674304,235345,278931,243373,370280,301184,7103417,97294,89178,89722,1688,6428,7031071,7218087,7128365,1.364885216
20210319,6312641,233872,280470,242787,363589,326498,7759857,97757,89523,88341,1690,6544,7078843,7264941,7176600,1.362163141
20210320,5596488,110485,149918,107384,180188,247809,6392272,98209,89949,93018,1693,6567,7117723,7308950,7215932,1.361002293
20210321,5554184,55420,98843,49167,51920,232601,6042135,98665,90328,98308,1696,6641,7135741,7332714,7234406,1.363830009
20210322,5659923,224075,265646,226635,350933,302167,7029379,99075,90611,103132,1697,6767,7153757,7355964,7252832,1.366018129
20210323,5597244,238412,279840,253130,375023,300691,7044340,99421,91079,100172,1704,6638,7201397,7400990,7300818,1.361778913
20210324,5625371,234602,277719,249634,372893,300851,7061070,99846,91560,94326,1707,6579,7247038,7441210,7346884,1.359025132
20210325,5744406,237485,280092,248806,373680,303928,7188397,100276,92068,86983,1709,6499,7298600,7485859,7398876,1.355286938
20210326,6475294,234156,281130,244608,364181,330542,7929911,100770,92630,77409,1716,6424,7351224,7529403,7451994,1.352255517
20210327,5938134,116164,153102,109747,200195,257460,6774802,101275,93475,75174,1721,6079,7396119,7572568,7497394,1.350802692
20210328,5446639,50044,92123,45647,47613,226594,5908660,101757,93855,78605,1722,6180,7415234,7595596,7516991,1.353693253
20210329,5746630,223270,267607,223930,346355,307793,7115585,102141,94124,78938,1726,6291,7435252,7616331,7537393,1.355123715
20210330,5663562,239402,282943,257211,374156,304300,7121574,102582,94563,78424,1729,6290,7482993,7663999,7585575,1.352329916
20210331,5690098,235295,278490,250299,368875,304381,7127438,103088,95030,71302,1731,6327,7533410,7707800,7636498,1.349938152
20210401,7709836,314354,367086,331590,504803,412050,9639719,103639,95439,68659,1735,6465,7575005,7747303,7678644,1.349704453
20210402,8524807,300248,357393,318176,484705,440936,10426265,104194,95861,70752,1737,6596,7613349,7788295,7717543,1.350092899
20210403,7609735,136371,190748,134890,239181,330280,8641205,104736,96196,75288,1740,6800,7649577,7829601,7754313,1.350680583
20210404,7150892,62547,122341,59650,62330,299242,7757002,105279,96589,79799,1744,6946,7664398,7849476,7769677,1.354998412
20210405,7849445,291134,346227,292179,462187,417438,9658610,105752,96900,80497,1748,7104,7682571,7868820,7788323,1.357827609
20210406,7583321,311036,366303,338548,514118,412643,9525969,106230,97363,79155,1752,7115,7735905,7921290,7842135,1.354605602
20210407,7576437,305799,361161,326293,511227,408010,9488927,106898,97928,74642,1756,7214,7784627,7966167,7891525,1.354592427
20210408,7701659,305530,362116,327202,511708,411288,9619503,107598,98360,77994,1758,7480,7826829,8012421,7934427,1.356090364
20210409,8709849,306145,359656,321620,498153,446682,10642105,108269,98786,81912,1764,7719,7868932,8059113,7977201,1.357230437
20210410,9276837,157995,206103,151864,274754,393235,10460788,108945,99301,90014,1765,7879,7907671,8106630,8016616,1.358989878
20210411,8428736,72755,128473,63009,80093,343096,9116162,109559,100109,91909,1768,7682,7928064,8129532,8037623,1.363077119
20210412,7258654,268389,333480,277012,451656,389933,8979124,110146,100804,95248,1770,7572,7947389,8152783,8057535,1.366993752
20210413,7354152,292626,351194,313111,470753,402337,9184173,110688,101332,85584,1775,7581,8004247,8200519,8114935,1.364003532
20210414,7643326,309530,362947,331382,515050,412159,9574394,111419,101983,74627,1782,7654,8059342,8245388,8170761,1.363630634
20210415,7762641,312568,370124,333749,524196,416367,9719645,112117,102513,70221,1788,7816,8108788,8291126,8220905,1.36380362
20210416,8463492,293251,358780,312885,498138,438819,10365365,112789,103062,70883,1790,7937,8149660,8333332,8262449,1.36507953
20210417,8724558,153730,206780,151777,281515,376032,9894392,113444,103594,71039,1794,8056,8193296,8377779,8306740,1.365686178
20210418,8031676,71382,131408,66145,82043,330688,8713342,114115,104006,72191,1797,8312,8209761,8396067,8323876,1.370935848
20210419,7819313,294270,350158,302304,492597,418165,9676807,114646,104474,70763,1801,8371,8229412,8414821,8344058,1.373983738
20210420,7624779,314686,369697,343130,526714,409939,9588945,115195,105227,66590,1802,8166,8276807,8458592,8392002,1.372676031
20210421,7614745,306510,364848,332363,519281,405888,9543635,115926,105877,67211,1806,8243,8314457,8497594,8430383,1.375097668
20210422,7695628,306821,362967,330276,516079,406963,9618734,116661,106459,67139,1808,8394,8353705,8537505,8470366,1.377284051
20210423,8625127,304954,363516,317692,497982,443843,10553114,117458,107071,69939,1811,8576,8396133,8583530,8513591,1.37965284
20210424,8940209,153436,206146,148811,276050,384105,10108757,118243,107781,78269,1812,8650,8436411,8632923,8554654,1.382206691
20210425,8143539,69743,128471,62554,76765,332730,8813802,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20210426,7826583,294610,352844,306587,488384,421822,9690830,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20210427,7574722,313422,370694,344762,527426,412026,9543052,119898,109695,76508,1820,8383,8525203,8721609,8645101,1.386889523
20210428,7640152,308642,367383,335676,525772,412274,9589899,120673,110248,77166,1821,8604,8568659,8766498,8689332,1.38874887
20210429,7758772,311945,372130,340266,530998,417726,9731837,121351,110787,80392,1825,8739,8604036,8805779,8725387,1.390780718
20210430,8923126,295952,361540,316772,486573,455739,10839702,122007,111422,82511,1828,8757,8643774,8848292,8765781,1.391855443
20210501,8603193,130383,179809,113388,157900,352460,9537133,122634,112337,85212,1831,8466,8675542,8883388,8798176,1.39385709
20210502,8350866,69739,129694,63496,68387,331483,9013665,123240,112865,86607,1833,8542,8688387,8898234,8811627,1.398606636
20210503,8124783,305516,357087,306601,493839,426675,10014501,123728,113356,89022,1834,8538,8702576,8915326,8826304,1.401809863
20210504,8114115,304853,366569,325444,508603,423875,10043459,124269,114128,78096,1840,8301,8754790,8957155,8879059,1.399573986
20210505,7995664,167120,207255,160030,262744,328631,9121444,124945,114944,78995,1847,8154,8790129,8994069,8915074,1.401502668
20210506,8226248,310782,363696,315931,508871,423086,10148614,125519,115491,77055,1851,8177,8808418,9010992,8933937,1.404968493
20210507,9102541,310733,373285,335388,516480,454711,11093138,126044,116022,78896,1860,8162,8846414,9051354,8972458,1.404787852
