date,sm_tp1_t,sm_tp2_t,sm_tp3_t,sm_tp4_t,sm_tp5_t,sm_tp6_t,sm_tot_t,i_quarant,i_under_test,i_nw_confirm,i_nw_quarant,i_nw_release,i_nw_test,i_nw_death,i_confirm_id_rto,i_quarant_id_rto,i_test_id_rto,i_test_cnfm_rto,i_confirm_rto,i_fatality_rto,i_release_rto
20201130,5495128,223891,268098,226288,344058,299400,6856863,6048,63365,438,352,83,14262,3,0.012973549,0.061797753,0.004680811,0.011408014,0.011171872,0.00017183,0.807772157
20201201,5241030,238558,276926,252887,357908,286214,6653523,6239,64892,451,191,260,22825,0,0.01318752,0.031580688,0.007456299,0.011476919,0.011235427,0.000170558,0.804761905
20201202,5320097,235216,274147,248955,359962,289535,6727912,6570,65154,511,331,180,22973,0,0.014747475,0.053053374,0.007449104,0.011559221,0.011316821,0.000169297,0.79818549
20201203,5402771,234691,275836,242209,354895,290453,6800855,6813,65788,533,243,287,24909,3,0.015158841,0.036986301,0.008017141,0.011641541,0.011396999,0.000168908,0.794307166
20201204,6006954,235740,280761,241969,353834,313785,7433043,7176,64017,629,363,259,25524,7,0.017622009,0.053280493,0.008149745,0.011742157,0.011504082,0.00016976,0.787682735
20201205,5853500,124646,162596,121251,203069,259933,6724995,7449,66267,583,273,306,23086,4,0.016050436,0.038043478,0.00731171,0.011850801,0.011603883,0.000169785,0.783531133
20201206,5188634,57157,102658,53098,57199,220619,5679365,7864,67716,631,415,211,14371,5,0.017097491,0.055712176,0.00451849,0.012003612,0.011749192,0.000170587,0.775981032
20201207,5468088,223472,264651,225572,343147,297104,6822034,8302,68010,615,438,173,14509,4,0.016383835,0.055696846,0.00454136,0.01214507,0.011887702,0.000171062,0.76800692
20201208,5275467,235956,278591,251687,367646,285614,6694961,8537,71274,587,235,349,11948,3,0.015385825,0.028306432,0.003722853,0.012297935,0.012025834,0.000171359,0.765378559
20201209,5320132,232854,271687,245982,363868,288648,6723171,8676,75080,670,139,527,31904,4,0.017295232,0.016282066,0.00990403,0.012400024,0.012113848,0.000170908,0.765738791
20201210,5387017,234693,274688,245351,362789,290303,6794841,8888,72764,680,212,460,24727,8,0.017254942,0.024435224,0.007600779,0.012507558,0.012229915,0.000172059,0.7642246
20201211,5990160,234119,275310,238516,354374,313662,7406141,9049,77688,689,161,520,33265,8,0.017186759,0.018114311,0.010148123,0.012611013,0.012315132,0.000172746,0.764063956
20201212,5754883,123742,159987,129809,220234,257370,6646025,9657,86742,950,608,336,38651,6,0.023296876,0.067189745,0.011672769,0.012787761,0.012456633,0.000172544,0.754721051
20201213,4429723,53889,95645,55234,55591,187532,4877614,10364,90129,1030,707,321,24731,2,0.024683666,0.073211142,0.007382692,0.013018258,0.012670565,0.000171873,0.744047897
20201214,5147860,216856,260947,213380,332163,280988,6452194,10787,89247,718,423,288,22444,7,0.016792179,0.040814357,0.006650876,0.013143519,0.012798212,0.000172798,0.738384396
20201215,5010621,231058,270602,236696,350079,278589,6377645,11197,93473,880,410,457,44181,13,0.020241053,0.038008714,0.013005746,0.013249516,0.012889622,0.000174357,0.734038236
20201216,5059843,226470,267896,232249,346199,280342,6412999,11875,94784,1078,678,388,47549,12,0.024303364,0.060551934,0.013817491,0.013386632,0.013022939,0.00017542,0.725161773
20201217,5196021,229776,271712,240095,353479,284428,6575511,12204,99258,1014,329,663,50071,22,0.022318088,0.027705263,0.014352062,0.013503974,0.013125212,0.000179155,0.723604891
20201218,5685074,230380,271859,237571,351780,296663,7073327,12885,110618,1064,681,372,50957,11,0.022907337,0.055801377,0.014399359,0.013656103,0.013235296,0.000179676,0.715229837
20201219,5208566,122284,157117,122477,201027,237529,6049000,13564,126233,1045,679,352,56450,14,0.021994444,0.052696934,0.015725132,0.013794555,0.013316988,0.000180734,0.707086517
20201220,4391717,55712,99213,54642,57376,191433,4850093,14258,139475,1097,694,388,36847,15,0.022592005,0.051164848,0.010105465,0.014012237,0.013481607,0.000182998,0.699279011
20201221,5354118,222985,263168,224766,345555,292664,6703256,14725,146438,924,467,433,30765,24,0.018608773,0.032753542,0.008353036,0.014177757,0.013618726,0.000187945,0.695065048
20201222,5240879,240351,278200,259315,372269,284847,6675861,14794,151129,866,69,773,58569,24,0.017122069,0.004685908,0.015770397,0.01420596,0.013636848,0.000191389,0.698390483
20201223,5350465,240059,276873,257489,374231,289021,6788138,15069,153109,1090,275,798,54140,17,0.021188088,0.018588617,0.014351507,0.01430097,0.013728758,0.000193124,0.699090113
20201224,5807736,233359,275934,243282,361393,308390,7230094,15338,150533,985,269,699,55640,17,0.018749762,0.017851218,0.014540452,0.014341825,0.013785719,0.000194735,0.699284366
20201225,4528026,116853,147996,114858,185446,199322,5292501,15938,156789,1240,600,623,57146,17,0.023169342,0.039118529,0.014719981,0.014476692,0.01390051,0.000196225,0.694826421
20201226,4790910,103861,133213,94967,176741,213372,5513064,16565,157012,1131,627,484,30057,20,0.020654139,0.039339942,0.007629935,0.014660068,0.014080182,0.000199778,0.689425658
20201227,4196367,50497,89742,51206,54417,183224,4625453,17012,166976,970,447,508,36997,15,0.01735552,0.026984606,0.009320531,0.01480949,0.014192271,0.000201677,0.686598663
20201228,5303435,217877,259324,224009,338014,286004,6628663,17579,169878,806,567,228,31894,11,0.014175167,0.033329415,0.007960751,0.014906853,0.014279771,0.000202808,0.680955849
20201229,5186948,232722,268604,256669,365254,280542,6590739,17148,170962,1044,-431,1435,59872,40,0.018104256,-0.024517891,0.014826041,0.014949544,0.014325899,0.000209606,0.693289048
20201230,4952545,216766,254121,228186,323998,268829,6244445,17446,171771,1050,298,732,61343,20,0.017884517,0.01737812,0.014968381,0.014985917,0.01436706,0.000211323,0.69335676
20201231,5513627,180714,220824,174898,249639,288471,6628173,17556,170338,967,110,836,54358,21,0.016181392,0.00630517,0.013068351,0.015018295,0.014411208,0.00021358,0.696082467
20210101,4184529,72636,103120,62611,52430,171247,4646573,17884,176927,1027,328,682,55436,17,0.016911753,0.018683071,0.013155593,0.015089989,0.014464636,0.000214789,0.695550086
20210102,4564549,86371,114767,65675,82325,194984,5108671,18054,179387,820,170,625,33482,25,0.013278492,0.009505703,0.007842487,0.015175326,0.014542654,0.000218928,0.696423435
20210103,4134736,47856,90733,51243,45398,180879,4550845,17762,186472,657,-292,929,38040,20,0.010499569,-0.016173701,0.008840773,0.015220399,0.014566566,0.000221617,0.703879426
20210104,4941054,208683,247803,212135,310044,277443,6197162,18030,190732,1020,268,733,35770,19,0.016131328,0.015088391,0.008240358,0.015349501,0.014680571,0.000224147,0.704113555
20210105,4873901,229160,266918,249459,350472,273223,6243133,17786,193751,714,-244,932,62752,26,0.011112668,-0.013533001,0.014338067,0.015301717,0.014633889,0.000226835,0.710721158
20210106,4761313,220229,259656,238207,341304,265652,6086361,17781,192082,838,-5,823,65506,20,0.012899253,-0.00028112,0.014755754,0.015257687,0.014607116,0.000227976,0.714177165
20210107,3781324,200741,243241,214781,274470,197524,4912081,17977,191762,869,196,654,64943,19,0.013206085,0.011023002,0.014416211,0.015228732,0.014589691,0.000228894,0.714677826
20210108,4670470,204080,245756,199661,280626,249435,5850028,17896,190452,674,-81,720,60196,35,0.010109191,-0.004505757,0.013172562,0.015169569,0.014545579,0.000233477,0.718216375
20210109,4276543,110305,141073,103834,161576,200576,4993907,17563,185923,641,-333,955,59612,19,0.009518011,-0.01860751,0.012875168,0.015095854,0.014497368,0.000234561,0.725491638
20210110,3701044,46697,84852,46656,48675,163812,4091736,17110,191454,657,-453,1085,33847,25,0.009663612,-0.02579286,0.007217445,0.015146504,0.014532576,0.000238173,0.734354059
20210111,4955795,210075,251863,213616,310360,275965,6217674,15403,189763,451,-1707,2143,28222,15,0.00657013,-0.099766219,0.005974861,0.015146048,0.014541176,0.000239915,0.760576019
20210112,4807955,224031,264875,246581,335857,262409,6141708,14898,186770,537,-505,1017,62400,25,0.007771908,-0.032785821,0.0131322,0.015048055,0.014464241,0.000241999,0.769315832
20210113,4905459,220581,261588,239722,336277,266447,6230074,14372,182914,561,-526,1067,58227,20,0.008056641,-0.035306753,0.012095148,0.014968465,0.014406525,0.000243211,0.778368213
20210114,5229520,226449,267288,241396,348939,281993,6595585,13750,169742,524,-622,1136,53047,10,0.007465132,-0.043278597,0.010887452,0.014870224,0.014357753,0.000242622,0.788664678
20210115,5691220,225579,267280,238634,344124,300449,7067286,13476,162323,512,-274,764,52715,22,0.007240126,-0.019927273,0.010702786,0.014790858,0.014308563,0.000244472,0.793721658
20210116,5361269,118509,150982,119253,189863,243389,6183265,13019,155639,580,-457,1018,54196,19,0.008142751,-0.03391214,0.010886955,0.014725143,0.01426972,0.000245615,0.801487279
20210117,4456219,52248,92313,55235,54063,192101,4902179,12827,159385,520,-192,699,29020,13,0.007241432,-0.014747676,0.005766788,0.014755302,0.014290642,0.000246775,0.805389263
20210118,4395456,198707,243790,211440,294767,239901,5584061,12731,158035,389,-96,470,25930,15,0.005378202,-0.007484213,0.005123206,0.014752558,0.014294268,0.000248466,0.807544212
20210119,4940937,223253,265215,235904,334227,271556,6271092,12353,154345,386,-378,745,53106,19,0.005308177,-0.029691305,0.010439113,0.014661927,0.014221683,0.000249595,0.813471219
20210120,5259050,226696,267444,245167,351107,286523,6635987,12028,148141,404,-325,712,51804,17,0.005526373,-0.026309399,0.010077972,0.014573404,0.014157597,0.000250379,0.818686401
20210121,5187133,222113,267228,239171,347180,280832,6543657,11746,141070,400,-282,666,45479,16,0.005441585,-0.023445294,0.008759228,0.014501623,0.014111035,0.00025126,0.823266764
20210122,5636344,218521,261866,228998,324291,299327,6969347,11511,133132,346,-235,569,44618,12,0.004681496,-0.020006811,0.008518782,0.014420803,0.014057344,0.000251409,0.82709349
20210123,5293022,113297,144493,112207,181274,242120,6086413,11304,136629,431,-207,629,47484,9,0.005804401,-0.017982799,0.0089894,0.01438165,0.014012971,0.000250858,0.830742452
20210124,4774976,48668,86790,47766,49009,203352,5210561,11198,135765,392,-106,486,24642,12,0.005248711,-0.009377212,0.00462352,0.014386475,0.014021691,0.000251945,0.832878245
20210125,5406112,217847,258093,224281,331426,296012,6733771,11198,134549,437,0,426,21737,11,0.005820691,0,0.004059692,0.014406848,0.014046284,0.000252972,0.833699711
20210126,5021414,216825,262234,237051,328221,279222,6344967,9699,138624,349,-1499,1837,46677,11,0.00462166,-0.13386319,0.008682342,0.014356744,0.013989737,0.000252823,0.854079064
20210127,5380720,229667,267729,244670,335456,292923,6751165,9566,138427,559,-133,685,46484,7,0.007368546,-0.013712754,0.008572017,0.014335886,0.013973044,0.000251954,0.856795164
20210128,4848520,219300,262940,240453,332175,259462,6162850,9517,139424,497,-49,538,52942,8,0.006503363,-0.005122308,0.009679947,0.014289873,0.013929083,0.000250988,0.858253487
20210129,5451850,217198,259617,221304,313986,292304,6756259,9486,142753,469,-31,487,47075,13,0.006097323,-0.003257329,0.008524702,0.014261102,0.013895557,0.0002512,0.859345118
20210130,5348761,119841,153128,126951,197613,239802,6186096,9309,145795,456,-177,618,47266,15,0.005892386,-0.018659077,0.008486941,0.014229172,0.013859808,0.000251757,0.862250141
20210131,4824814,54912,96117,56358,54769,205596,5292566,8900,149550,354,-409,757,24290,6,0.004547557,-0.043935976,0.004324736,0.014240427,0.013862883,0.000251737,0.868027315
20210201,5181493,214249,252283,215038,298843,285981,6447887,8769,149456,305,-131,431,21024,5,0.003900356,-0.014719101,0.003727119,0.014241202,0.013865276,0.000251685,0.87014509
20210202,5224630,235047,271183,252769,343112,285233,6611974,8629,154265,336,-140,466,49571,10,0.004280091,-0.015965332,0.008755278,0.014186953,0.013803764,0.000251251,0.872347442
20210203,5191954,231443,271006,255636,350824,279867,6580730,8566,138849,467,-63,524,45301,6,0.005923464,-0.007300962,0.007931662,0.014116751,0.013776262,0.000250316,0.87381787
20210204,4995888,222656,263962,245156,333824,265603,6327089,8605,120538,451,39,405,46381,7,0.005686833,0.004552883,0.008056853,0.014035407,0.013743873,0.000249522,0.873954637
20210205,5850860,233837,274672,251463,354375,306945,7272152,8551,107457,370,-54,413,44083,11,0.004639091,-0.006275421,0.007596464,0.013960086,0.013703534,0.000249522,0.875073321
20210206,5653301,126653,161097,134434,202250,255807,6533542,8548,97677,390,-3,388,46175,5,0.004867273,-0.000350836,0.007896972,0.013892599,0.013662341,0.000248415,0.875653589
20210207,4823813,55883,98291,59804,61589,208575,5307955,8552,90751,371,4,360,23622,7,0.004607723,0.000467946,0.004008245,0.013883435,0.013670499,0.000248607,0.876087924
20210208,5655190,226319,262246,237441,357263,303404,7041863,8484,84843,288,-68,353,21221,3,0.003560479,-0.007951356,0.003586461,0.013868291,0.013670145,0.000248224,0.877328274
20210209,5740818,239223,276217,258149,370408,305741,7190556,8321,82630,303,-163,458,49209,8,0.00373263,-0.019212636,0.00828686,0.013798832,0.0136084,0.00024752,0.87968679
20210210,6242284,192974,241578,182293,278980,322348,7460457,8211,80076,444,-110,550,42618,4,0.005449257,-0.013219565,0.007117942,0.013768694,0.013585852,0.000246434,0.881632753
20210215,5346922,190320,229567,188029,282019,287975,6524832,8540,80146,343,103,235,22774,5,0.004106899,0.012208131,0.003709069,0.013786773,0.013607481,0.000247775,0.879956118
20210216,5136609,223768,264356,242405,340876,278102,6486116,8233,76897,457,-307,757,50630,7,0.005449494,-0.035948478,0.008215342,0.013740198,0.013570151,0.000246882,0.88416471
20210217,5041318,217624,259128,228753,326935,277461,6351219,8041,72410,621,-192,809,47077,4,0.007364975,-0.023320782,0.007576579,0.013726058,0.013567301,0.000245665,0.88722495
20210218,5223294,218658,259756,229486,333487,286065,6550746,8120,70720,621,79,536,42647,6,0.007311129,0.009824649,0.006812003,0.013728052,0.013574027,0.000244954,0.887050023
20210219,5956281,224923,267169,236563,348407,311953,7345296,8058,71116,561,-62,617,42778,6,0.006556802,-0.007635468,0.006786696,0.013724733,0.013570928,0.000244249,0.888436038
20210220,5969565,121603,156117,123254,200764,263593,6834896,7933,76137,448,-125,570,44639,3,0.005201983,-0.015512534,0.007034204,0.01370957,0.013546237,0.000243012,0.890422669
20210221,5359788,55012,96388,51986,55525,225434,5844133,7912,73356,416,-21,433,20709,4,0.004805415,-0.00264717,0.003240525,0.013724396,0.013567367,0.000242851,0.891142151
20210222,5702163,220815,259496,225017,345328,305908,7058727,7868,72461,332,-44,371,17804,5,0.00381675,-0.005561173,0.002776955,0.013736252,0.013581435,0.000242956,0.892002703
20210223,5549034,235569,273970,256609,368145,298916,6982243,7706,74065,356,-162,507,43535,11,0.004077098,-0.020589731,0.006771508,0.013701874,0.013545087,0.000243021,0.89416354
20210224,5613221,232806,272620,252858,365165,301194,7037864,7487,74988,440,-219,656,38309,3,0.005018649,-0.028419413,0.005918569,0.013690646,0.013532969,0.000242052,0.897143441
20210225,5619806,231090,270602,249506,361791,300607,7033402,7440,68672,395,-47,437,40225,5,0.00448288,-0.006277548,0.006178018,0.013653288,0.01351017,0.000241329,0.89807701
20210226,6263845,227705,269803,237323,347143,323128,7668947,7430,68942,387,-10,393,38852,4,0.004372486,-0.001344086,0.005930505,0.013631855,0.013489245,0.000240514,0.898588222
20210227,6639591,126254,160852,128576,218198,282011,7555482,7382,68989,415,-48,453,37149,10,0.004668429,-0.006460296,0.005637122,0.013618014,0.013476251,0.000240674,0.89948494
20210228,6414462,54283,92850,45261,52783,247439,6907078,7365,72889,355,-17,364,21792,8,0.003974919,-0.002302899,0.00328826,0.013634946,0.013485474,0.000241089,0.899983271
20210301,4826883,108965,134505,89891,123693,209091,5493028,7345,73745,355,-20,373,16749,2,0.003959181,-0.002715547,0.002519023,0.013655926,0.013504847,0.000240783,0.900577649
20210302,5240090,220360,261468,219763,299255,287676,6528612,7420,73432,344,75,268,16221,1,0.003821373,0.010211028,0.002433483,0.013673814,0.013523545,0.000240348,0.90011509
20210303,5408689,240033,276746,251177,353043,293116,6822804,7496,65867,444,76,362,34227,6,0.004913461,0.010242588,0.005122287,0.013654648,0.013520735,0.000240017,0.899700467
20210304,5402998,236107,274532,244686,357973,290392,6806688,7451,60089,424,-45,462,35697,7,0.004669192,-0.006003202,0.005315057,0.01363338,0.013512048,0.000239784,0.900583129
20210305,6013544,233670,277065,239364,350156,316531,7430330,7443,63707,398,-8,398,37111,8,0.004362504,-0.001073681,0.005496379,0.013624663,0.013496811,0.000239652,0.901014951
20210306,5820202,122836,156835,119329,196256,259709,6675167,7503,65171,418,60,353,32932,5,0.004561825,0.008061266,0.00485078,0.013623073,0.01349293,0.000239228,0.9007583
20210307,5162260,54917,97737,50784,54255,220043,5639996,7610,66396,416,107,307,21183,2,0.004519381,0.014260962,0.003105127,0.013644339,0.013511953,0.00023878,0.900025956
20210308,5576169,222889,265171,226635,349826,301683,6942373,7694,67394,346,84,254,18683,8,0.003741997,0.011038108,0.002730185,0.013659748,0.013525588,0.000239295,0.899407391
20210309,5483313,238547,278741,253912,374694,297820,6927027,7711,70501,446,17,426,41175,3,0.004805517,0.002209514,0.006000604,0.013648918,0.01350952,0.000238303,0.899674016
20210310,5545852,233633,275172,248849,371222,298768,6973496,7766,70278,470,55,412,35900,3,0.00503989,0.007132668,0.005200649,0.013645564,0.013507359,0.000237502,0.899558287
20210311,5617334,235310,276171,244504,370712,298592,7042623,7864,68248,465,98,363,38101,4,0.00496127,0.012619109,0.005490941,0.013633606,0.013500244,0.000236778,0.898971239
20210312,5924557,217430,266860,221188,336151,311630,7277816,7274,68738,488,-590,1068,35679,10,0.005180962,-0.075025432,0.005113813,0.013634794,0.013501146,0.000237,0.90561793
20210313,6275750,121509,156814,116178,196712,275332,7142295,6877,67874,490,-397,882,34118,5,0.005175382,-0.054577949,0.004865198,0.013636661,0.013505313,0.000236562,0.910222867
20210314,5702013,55138,95459,48945,53960,238367,6193882,6551,69843,459,-326,783,19619,2,0.004822999,-0.047404391,0.002784108,0.013667864,0.013532773,0.000236188,0.914041912
20210315,5688789,226184,269308,229923,347533,307146,7068883,6578,71590,379,27,346,18539,6,0.003963274,0.004121508,0.002623542,0.013689178,0.013550856,0.000236417,0.914037518
20210316,5521298,236348,279429,252301,370172,297783,6957331,6437,78044,363,-141,501,41137,3,0.003780974,-0.021435087,0.005806259,0.013673318,0.01352357,0.000235473,0.915793297
20210317,5606030,235007,278549,248378,368284,300784,7037032,6339,83462,469,-98,559,45433,8,0.00486666,-0.015224483,0.006375598,0.013662295,0.013503293,0.000235097,0.917130495
20210318,5674304,235345,278931,243373,370280,301184,7103417,6418,89722,445,79,364,46577,2,0.004595256,0.012462534,0.006494727,0.013647449,0.013477809,0.000233857,0.916676946
20210319,6312641,233872,280470,242787,363589,326498,7759857,6534,88341,463,116,345,46854,2,0.004759262,0.018074166,0.006491194,0.013620238,0.013454617,0.000232624,0.915864426
20210320,5596488,110485,149918,107384,180188,247809,6392272,6552,93018,447,18,426,44009,3,0.00457303,0.002754821,0.006057723,0.013607944,0.013434761,0.000231634,0.916033566
20210321,5554184,55420,98843,49167,51920,232601,6042135,6626,98308,456,74,379,23764,3,0.004643868,0.011294261,0.003251356,0.013636227,0.013453409,0.000231292,0.915641156
20210322,5659923,224075,265646,226635,350933,302167,7029379,6757,103132,415,131,283,23250,1,0.004206792,0.019770601,0.003170722,0.013658803,0.013467304,0.000230697,0.914662091
20210323,5597244,238412,279840,253130,375023,300691,7044340,6628,100172,346,-129,468,45026,7,0.003492656,-0.019091313,0.00612102,0.013616419,0.013432122,0.000230239,0.916186338
20210324,5625371,234602,277719,249634,372893,300851,7061070,6572,94326,428,-56,481,40220,3,0.004305359,-0.008449004,0.005434408,0.013589299,0.013417038,0.000229398,0.917076493
20210325,5744406,237485,280092,248806,373680,303928,7188397,6492,86983,430,-80,508,44649,2,0.004306934,-0.012172855,0.006000234,0.013551923,0.013394455,0.000228297,0.918210015
20210326,6475294,234156,281130,244608,364181,330542,7929911,6412,77409,489,-80,562,43543,7,0.004876881,-0.012322859,0.005816701,0.013520947,0.013381939,0.000227907,0.919331467
20210327,5938134,116164,153102,109747,200195,257460,6774802,6067,75174,505,-345,845,43165,5,0.005012009,-0.053805365,0.005732859,0.013506428,0.013372348,0.000227268,0.923091356
20210328,5446639,50044,92123,45647,47613,226594,5908660,6168,78605,482,101,380,23028,1,0.004759883,0.016647437,0.003040977,0.013535338,0.013395264,0.00022671,0.922453192
20210329,5746630,223270,267607,223930,346355,307793,7115585,6277,78938,382,109,269,20734,4,0.003754484,0.017671855,0.00272974,0.013549383,0.013408953,0.000226618,0.921636786
20210330,5663562,239402,282943,257211,374156,304300,7121574,6282,78424,447,5,439,47669,3,0.004376903,0.000796559,0.00625879,0.013522246,0.013383876,0.0002256,0.921900287
20210331,5690098,235295,278490,250299,368875,304381,7127438,6319,71302,506,37,467,43801,2,0.004933024,0.005889844,0.005715163,0.013498336,0.013373468,0.000224578,0.921905316
20210401,7709836,314354,367086,331590,504803,412050,9639719,6457,68659,551,138,409,39503,4,0.005345363,0.021838899,0.005125069,0.013496004,0.013376399,0.000223949,0.920950295
20210402,8524807,300248,357393,318176,484705,440936,10426265,6590,70752,557,133,422,40992,2,0.00537484,0.020597801,0.005291132,0.013500153,0.013377512,0.000223027,0.920077168
20210403,7609735,136371,190748,134890,239181,330280,8641205,6795,75288,543,205,335,41306,3,0.005211733,0.031107739,0.005303601,0.013506163,0.01337629,0.000222234,0.918505505
20210404,7150892,62547,122341,59650,62330,299242,7757002,6941,79799,543,146,393,19875,4,0.005184711,0.021486387,0.002538444,0.013549342,0.013411598,0.00022218,0.917500997
20210405,7849445,291134,346227,292179,462187,417438,9658610,7099,80497,473,158,311,19344,4,0.004493037,0.022763291,0.002464369,0.013577636,0.013438738,0.000222143,0.916338052
20210406,7583321,311036,366303,338548,514118,412643,9525969,7109,79155,477,10,463,52470,4,0.004510766,0.001408649,0.006668091,0.013545293,0.013409939,0.000221176,0.91658194
20210407,7576437,305799,361161,326293,511227,408010,9488927,7208,74642,668,99,565,44877,4,0.006288598,0.013926009,0.005665366,0.013545166,0.013418249,0.000220432,0.916139655
20210408,7701659,305530,362116,327202,511708,411288,9619503,7474,77994,700,266,432,46254,2,0.006548666,0.036903441,0.005806306,0.013560149,0.013428153,0.000219409,0.914194364
20210409,8709849,306145,359656,321620,498153,446682,10642105,7713,81912,671,239,426,46692,6,0.006236523,0.031977522,0.005827453,0.013571554,0.013433614,0.000218883,0.912463168
20210410,9276837,157995,206103,151864,274754,393235,10460788,7874,90014,677,161,515,47517,1,0.006253291,0.020873849,0.005896059,0.013589277,0.013438385,0.000217723,0.911520103
20210411,8428736,72755,128473,63009,80093,343096,9116162,7677,91909,614,-197,808,22902,3,0.00563613,-0.02501905,0.002825095,0.013630151,0.013476054,0.000217479,0.913786808
20210412,7258654,268389,333480,277012,451656,389933,8979124,7567,95248,587,-110,695,23251,2,0.005358088,-0.014328514,0.002860067,0.013669319,0.013509622,0.000217104,0.915226846
20210413,7354152,292626,351194,313111,470753,402337,9184173,7576,85584,542,9,528,47736,5,0.004920965,0.001189375,0.005855179,0.013639421,0.013497074,0.00021645,0.915515481
20210414,7643326,309530,362947,331382,515050,412159,9574394,7649,74627,731,73,651,44869,7,0.006604447,0.009635692,0.005471484,0.013635696,0.013512283,0.000216121,0.915351751
20210415,7762641,312568,370124,333749,524196,416367,9719645,7811,70221,698,162,530,45738,6,0.006264922,0.021179239,0.005547102,0.01363743,0.013521929,0.000215652,0.914380263
20210416,8463492,293251,358780,312885,498138,438819,10365365,7933,70883,673,122,549,42207,2,0.006002926,0.015618999,0.005090624,0.013650311,0.013534202,0.0002148,0.913791728
20210417,8724558,153730,206780,151777,281515,376032,9894392,8055,71039,658,122,532,44447,4,0.005834109,0.015378797,0.005333641,0.013656741,0.01354094,0.000214138,0.913181069
20210418,8031676,71382,131408,66145,82043,330688,8713342,8311,72191,671,256,412,18287,3,0.005914865,0.031781502,0.002182798,0.01370924,0.013591365,0.000214029,0.911421911
20210419,7819313,294270,350158,302304,492597,418165,9676807,8371,70763,532,60,468,18755,4,0.004662005,0.007219348,0.002233784,0.013739837,0.013624295,0.000214027,0.911274706
20210420,7624779,314686,369697,343130,526714,409939,9588945,8166,66590,549,-205,753,43771,1,0.004788654,-0.024489308,0.005201656,0.01372676,0.013618697,0.000213038,0.913468467
20210421,7614745,306510,364848,332363,519281,405888,9543635,8243,67211,731,77,650,39002,4,0.006345762,0.009429341,0.004610933,0.013750977,0.013642214,0.000212531,0.913315391
20210422,7695628,306821,362967,330276,516079,406963,9618734,8394,67139,735,151,582,39911,2,0.006340252,0.018318573,0.004696741,0.013772841,0.013664531,0.000211771,0.912550038
20210423,8625127,304954,363516,317692,497982,443843,10553114,8576,69939,797,182,612,46025,3,0.00683176,0.021682154,0.005390919,0.013796528,0.013684114,0.000210985,0.91156839
20210424,8940209,153436,206146,148811,276050,384105,10108757,8642,78269,777,66,710,49393,1,0.006615131,0.007695896,0.005754392,0.013821132,0.013695825,0.000209894,0.911582865
20210425,8143539,69743,128471,62554,76765,332730,8813802,8591,77560,644,-51,694,21868,1,0.00544678,-0.005901412,0.002533093,0.013859834,0.013735629,0.000209479,0.91248244
20210426,7826583,294610,352844,306587,488384,421822,9690830,8711,78084,499,120,375,18187,4,0.004197545,0.013968106,0.002101379,0.013889409,0.013764361,0.000209501,0.911809546
20210427,7574722,313422,370694,344762,527426,412026,9543052,8375,76508,512,-336,845,48631,3,0.004288897,-0.038571921,0.005607186,0.01386797,0.013746317,0.000208677,0.914963717
20210428,7640152,308642,367383,335676,525772,412274,9589899,8590,77166,769,215,553,44889,1,0.006414213,0.025671642,0.005146871,0.013885878,0.013763649,0.000207723,0.913715512
20210429,7758772,311945,372130,340266,530998,417726,9731837,8726,80392,679,136,539,39281,4,0.005627429,0.015832363,0.004480809,0.013906317,0.01377936,0.00020725,0.913044553
20210430,8923126,295952,361540,316772,486573,455739,10839702,8749,82511,661,23,635,42513,3,0.005447593,0.002635801,0.004827852,0.013917642,0.013787859,0.000206594,0.913302568
20210501,8603193,130383,179809,113388,157900,352460,9537133,8458,85212,627,-291,915,35096,3,0.005139386,-0.033260944,0.003966415,0.013937662,0.013803968,0.000206115,0.916094466
20210502,8350866,69739,129694,63496,68387,331483,9013665,8534,86607,606,76,528,14846,2,0.004941856,0.008985576,0.001671209,0.013985158,0.01384904,0.000205996,0.915874124
20210503,8124783,305516,357087,306601,493839,426675,10014501,8530,89022,488,-4,491,17092,1,0.00396001,-0.000468713,0.001920831,0.014017192,0.013877227,0.000205713,0.916230197
20210504,8114115,304853,366569,325444,508603,423875,10043459,8293,78096,541,-237,772,41829,6,0.004372777,-0.027784291,0.004691808,0.013994839,0.01387282,0.000205422,0.918453899
20210505,7995664,167120,207255,160030,262744,328631,9121444,8146,78995,676,-147,816,36914,7,0.005440162,-0.017725793,0.004121175,0.014014129,0.013891043,0.000205358,0.920015688
20210506,8226248,310782,363696,315931,508871,423086,10148614,8169,77055,574,23,547,16923,4,0.004594316,0.002823472,0.001881573,0.014048789,0.013928655,0.000205416,0.92016636
20210507,9102541,310733,373285,335388,516480,454711,11093138,8154,78896,525,-15,531,40362,9,0.0041829,-0.00183621,0.004479196,0.014046987,0.013924547,0.000205494,0.920546511
20210508,9761315,154400,199583,150527,281979,403747,10951551,7991,78259,701,-163,859,37812,5,0.005561903,-0.019990189,0.004177497,0.014064844,0.013943744,0.000205189,0.922232655
20210509,8851635,70776,128345,61900,77459,350746,9540861,8004,81280,564,13,542,16605,9,0.004450161,0.00162683,0.0018269,0.01410617,0.013980255,0.000205804,0.92240438
20210510,7638651,283114,350009,298847,474026,412488,9457135,8045,83398,463,41,421,16288,1,0.003637049,0.005122439,0.001788756,0.01413528,0.014006048,0.000205546,0.922356845
