date,sm_tp1_t,sm_tp2_t,sm_tp3_t,sm_tp4_t,sm_tp5_t,sm_tp6_t,sm_tot_t,i_quarant,i_under_test,i_nw_confirm,i_nw_quarant,i_nw_release,i_nw_test,i_nw_death,i_confirm_id_rto,i_quarant_id_rto,i_test_id_rto,i_test_cnfm_rto,i_confirm_rto,i_fatality_rto,i_release_rto
20200619,6426046,229277,274050,224418,324251,336674,7814716,1191,21190,49,14,35,12351,0,0.003997716,0.011894647,0.010780196,0.010824428,0.010626365,0.000241783,0.880464814
20200620,6795367,123780,167418,114945,179024,296229,7676763,1237,21470,67,46,21,12838,0,0.005444499,0.038623006,0.011085753,0.010764457,0.010567076,0.000239132,0.877394326
20200621,6041637,57570,111801,52681,50698,253796,6568183,1273,20071,48,36,12,5562,0,0.003879415,0.029102668,0.004750188,0.010741167,0.010557918,0.000238002,0.874969809
20200622,5863865,226065,267280,221990,330441,318164,7227805,1277,19403,17,4,13,5603,0,0.00136865,0.003142184,0.004762581,0.010697855,0.010522255,0.000236873,0.874819103
20200623,5792499,247182,286417,253350,362561,315402,7257411,1295,22278,46,18,27,13946,1,0.003698344,0.014095536,0.011797988,0.010636141,0.010438022,0.000234947,0.873758411
20200624,5332370,208588,259402,214055,298121,293765,6606301,1324,20245,51,29,22,12585,0,0.004085229,0.022393822,0.01052247,0.010548221,0.01037153,0.000232501,0.871958516
20200625,5441024,205262,252576,204080,274147,299803,6676892,1307,18900,28,-17,44,11881,1,0.002233746,-0.012839879,0.009830407,0.010455418,0.010293508,0.000231057,0.873517472
20200626,6461559,225442,274435,223080,322407,338573,7845496,1148,18828,39,-159,198,11837,0,0.003104354,-0.12165264,0.009698659,0.010384948,0.010226281,0.000228838,0.886525948
20200627,6731809,121291,165112,119200,194610,292934,7624956,1054,19866,51,-94,145,11465,0,0.004046977,-0.081881533,0.009303628,0.010338145,0.010173021,0.000226728,0.894412392
20200628,6005815,56317,105706,49910,48097,251446,6517291,1069,19005,62,15,47,7915,0,0.004900024,0.014231499,0.006363666,0.01031484,0.010158225,0.000225295,0.893747542
20200629,5684518,213438,260986,207840,301066,311859,6979707,1046,18499,42,-23,65,8259,0,0.003303185,-0.021515435,0.006598253,0.010275846,0.010124973,0.000223818,0.89590029
20200630,5184997,203073,253734,212259,271132,293471,6418666,980,20809,42,-66,108,13811,0,0.00329231,-0.063097514,0.010961511,0.010215043,0.010048164,0.000221391,0.901398547
20200701,5586784,235363,273144,228663,302232,307162,6933348,955,19526,51,-25,76,11466,0,0.003984686,-0.025510204,0.00900166,0.010152445,0.009998203,0.000219416,0.903735409
20200702,5707095,235748,275773,232623,322036,309055,7082330,938,19782,54,-17,71,10731,0,0.004202335,-0.017801047,0.008349472,0.010111426,0.009957082,0.000217599,0.905455673
20200703,6323861,231638,276644,226246,317287,332461,7708137,926,21560,63,-12,75,11799,0,0.004882207,-0.012793177,0.009104434,0.010081628,0.00991542,0.000215636,0.906840441
20200704,6498968,120140,163939,111489,170489,286063,7351088,936,22321,63,10,52,11762,1,0.004858487,0.010799136,0.008993998,0.010044696,0.009874781,0.000214471,0.906446662
20200705,5786759,54341,107909,48821,43383,244136,6285349,976,21649,61,40,21,6532,0,0.004681504,0.042735043,0.004950274,0.010035986,0.00987214,0.000213415,0.903827057
20200706,5711866,218196,261100,211947,310716,315199,7029024,1005,21292,46,29,16,5741,1,0.003513864,0.029713115,0.004329383,0.010024388,0.009864123,0.000213246,0.901880186
20200707,5562218,231951,273691,236979,334017,308451,6947307,982,23675,44,-23,66,14398,1,0.003349319,-0.022885572,0.010810965,0.009966586,0.009791308,0.000211708,0.903876792
20200708,5636506,230166,270987,231668,334553,308682,7012562,988,24012,62,6,56,13540,0,0.00470374,0.00610998,0.010057986,0.009914488,0.009739405,0.0002096,0.903873745
20200709,5733148,232040,273790,235189,334044,310632,7118843,987,23912,50,-1,49,12037,2,0.00377558,-0.001012146,0.008852467,0.009862308,0.009690393,0.000209219,0.904160084
20200710,5983924,203560,256337,200203,275378,320572,7239974,985,23527,45,-2,46,13119,1,0.00338524,-0.002026342,0.00956355,0.009797534,0.00963109,0.000207959,0.904558405
20200711,6415968,114250,157301,106758,164093,283756,7242126,941,22950,35,-44,79,12051,0,0.002624082,-0.044670051,0.008701774,0.00973296,0.00957306,0.000206165,0.908098407
20200712,5517535,51599,103923,45709,40901,234501,5994168,950,21830,44,9,34,5203,1,0.003290212,0.009564293,0.003724567,0.009720252,0.009568917,0.000206113,0.907654468
20200713,4996826,180829,232574,171628,222704,280783,6085344,986,21845,62,36,26,6168,0,0.004621003,0.037894737,0.004398978,0.009721833,0.009571033,0.00020521,0.905408413
20200714,5405802,216274,258938,213180,271040,298461,6663695,941,24289,33,-45,78,12304,0,0.002448253,-0.045638945,0.0087367,0.009676816,0.009511367,0.000203433,0.908969805
20200715,5658247,230407,273566,229813,315388,307621,7015042,914,23297,39,-27,66,10700,0,0.002886323,-0.02869288,0.007531944,0.00962416,0.009467511,0.000201912,0.911224264
20200716,5820603,233000,274319,234438,328731,312932,7204023,925,23404,61,11,48,10032,2,0.004501513,0.012035011,0.007008934,0.009599815,0.009443937,0.000201894,0.910667058
20200717,6478738,232216,277443,233893,331245,336456,7889991,919,23110,60,-6,64,9669,2,0.004407875,-0.006486486,0.006708304,0.009574853,0.009422357,0.000201927,0.911351668
20200718,6637650,121685,165299,115174,174926,291873,7506607,898,22923,39,-21,59,9187,1,0.002852545,-0.022850925,0.006331421,0.00953954,0.009389784,0.000201342,0.913062505
20200719,5237395,50771,103652,45550,37473,223003,5697844,894,21953,34,-4,37,5095,1,0.002479761,-0.004454343,0.003489238,0.009523011,0.009380338,0.000201324,0.913495817
20200720,5448006,196729,243555,187782,260360,302454,6638886,903,21302,26,9,16,4894,1,0.001891597,0.010067114,0.003339933,0.009504511,0.009366797,0.000201334,0.912932975
20200721,5701319,230096,271699,230608,322724,311865,7068311,877,23864,45,-26,71,12197,0,0.003267737,-0.028792913,0.00829619,0.009472577,0.009320084,0.000199678,0.915098437
20200722,5332892,208050,258134,209309,285911,290966,6585262,884,21751,63,7,55,9681,1,0.004559931,0.007981756,0.00653067,0.009439442,0.009301836,0.000199052,0.914907414
20200723,5174250,199644,250734,196227,253560,282706,6357121,883,21418,59,-1,60,8783,0,0.004251027,-0.001131222,0.005886449,0.009421158,0.009286713,0.000197887,0.91533936
20200724,5900481,202295,252735,194783,242246,313759,7106299,864,20559,41,-19,59,9473,1,0.002941599,-0.021517554,0.00631174,0.00938334,0.009255612,0.000197308,0.916875313
20200725,6051677,111056,151706,102134,144301,268268,6829142,928,19681,113,64,49,8307,0,0.008083554,0.074074074,0.005500133,0.009401229,0.009279392,0.000196229,0.913000284
20200726,5728084,53477,102255,44566,40498,243957,6212837,962,19214,58,34,24,4292,0,0.00411581,0.036637931,0.002826224,0.009410047,0.009291325,0.000195676,0.910954064
20200727,5646498,206490,253385,197444,273072,304043,6880932,971,18770,25,9,15,4048,1,0.001766784,0.009355509,0.002658041,0.009398596,0.009283066,0.000195812,0.910405644
20200728,5419799,214234,257498,216007,277571,297140,6682249,896,20444,28,-75,102,10730,1,0.001975309,-0.077239959,0.00702697,0.009360953,0.009236498,0.000195096,0.915792438
20200729,5423653,206473,256575,208991,273912,293632,6663236,882,19326,48,-14,62,9603,0,0.003379568,-0.015625,0.006245025,0.009326687,0.009210196,0.000193885,0.917058452
20200730,5676820,206741,256320,208323,267173,302519,6917896,837,19018,18,-45,63,8908,0,0.001263069,-0.051020408,0.005757099,0.00928248,0.009169042,0.000192775,0.920316771
20200731,6694856,203125,253257,200543,267938,336674,7956393,821,18330,36,-16,51,7581,1,0.002522952,-0.01911589,0.004871435,0.009256108,0.009147613,0.00019248,0.921565886
20200801,6767220,107035,147935,94279,123591,274004,7514064,802,18278,31,-19,50,8034,0,0.002167074,-0.023142509,0.005137499,0.009227886,0.009120579,0.000191497,0.923060826
20200802,6049353,53199,104678,46386,34457,233737,6521810,806,17768,30,4,26,4416,0,0.002092634,0.004987531,0.002809464,0.009217968,0.00911406,0.00019096,0.92294306
20200803,6031314,165700,204419,152128,197444,289849,7040854,808,17401,23,2,21,3511,0,0.001601002,0.00248139,0.002227444,0.009209809,0.009108363,0.000190536,0.922927236
20200804,5940112,178564,215475,172620,212219,292269,7011259,770,18724,34,-38,72,10023,0,0.002362916,-0.047029703,0.006344647,0.009180449,0.009072324,0.000189334,0.925743604
20200805,5842332,186188,221214,175719,226371,291017,6942841,748,18490,33,-22,54,8407,1,0.002288012,-0.028571429,0.005288153,0.009151122,0.009045249,0.000188964,0.9273658
20200806,5478908,189615,223870,176156,221423,280573,6570545,696,18031,43,-52,95,8300,0,0.002974543,-0.069518717,0.005193385,0.009127732,0.009025283,0.000187988,0.931167667
20200807,6081859,198477,235658,178763,229140,304500,7228397,673,17068,20,-23,42,7165,1,0.001379405,-0.033045977,0.004460042,0.00909379,0.008997603,0.000187773,0.93277774
20200808,5255917,106253,143659,88230,109749,226109,5929917,629,16105,43,-44,86,6862,1,0.002961636,-0.0653789,0.004252466,0.009076239,0.008986038,0.000187595,0.935929131
20200809,4775007,49790,100064,44001,35212,195897,5199971,651,16803,36,22,13,4136,1,0.002472188,0.034976153,0.002552277,0.009079222,0.00898532,0.000187733,0.934511577
20200810,5291314,198895,243299,181028,210855,281017,6406408,663,16396,28,12,16,3653,0,0.001918071,0.01843318,0.002248484,0.009073724,0.008982358,0.000187312,0.933816491
20200811,5440994,213683,259840,212233,256378,290050,6673178,626,17489,34,-37,71,9541,0,0.002324627,-0.055806938,0.005859475,0.0090474,0.008950791,0.00018622,0.936493861
20200812,5862715,228562,270682,223612,295448,306172,7187191,623,17375,54,-3,57,8808,0,0.003683492,-0.004792332,0.005377802,0.009031,0.008935707,0.000185224,0.936930814
20200813,6118958,229443,274949,226123,312473,315972,7477918,648,17798,56,25,31,8246,0,0.003805899,0.040128411,0.005007737,0.009022051,0.008925021,0.000184301,0.935477319
20200814,6879878,222660,273705,207916,300319,339972,8224450,705,20132,103,57,46,10186,0,0.006973595,0.087962963,0.006155062,0.009041601,0.008932282,0.000183174,0.93209171
20200815,6795870,103379,152033,84967,125718,271843,7533810,833,21618,166,128,38,10212,0,0.011161165,0.181560284,0.006133024,0.009094273,0.008976921,0.000182057,0.924330075
20200816,6630636,53578,109340,46143,42375,253734,7135806,1103,22005,279,270,9,6491,0,0.018551765,0.324129652,0.003874539,0.009228923,0.009108169,0.000181355,0.908081995
20200817,6359199,167432,195022,151404,220547,282124,7375728,1293,22964,197,190,7,6683,0,0.012860687,0.17225748,0.003973749,0.009315487,0.009188792,0.000180637,0.8970029
20200818,6033744,238015,277953,232385,334205,315503,7431805,1521,25219,246,228,17,8572,1,0.015855624,0.176334107,0.005076785,0.009427433,0.009287336,0.000180314,0.884080959
20200819,5853347,241534,282078,247811,352835,307642,7285247,1746,31022,297,225,72,18022,0,0.018843982,0.147928994,0.010619655,0.009535392,0.009362916,0.000178419,0.872213227
20200820,5831781,240940,281533,242836,350664,306523,7254277,1976,34998,288,230,57,19019,1,0.017934986,0.131729668,0.011089382,0.009620472,0.009426308,0.000177039,0.860332803
20200821,6251602,234851,281193,235669,347967,320940,7672222,2241,38045,324,265,57,20040,2,0.019821363,0.134109312,0.01155654,0.009714011,0.009503324,0.000176156,0.847030594
20200822,5662566,121798,162838,118830,201101,254182,6521315,2524,42427,332,283,49,21677,0,0.019916017,0.126282909,0.012357742,0.009808622,0.009574276,0.000174006,0.833372544
20200823,5081191,54096,100570,47491,49480,214587,5547415,2890,47564,397,366,31,15386,0,0.023350194,0.145007924,0.008664264,0.009978654,0.009713676,0.000172511,0.816138859
20200824,5739551,225466,268323,219910,334673,308121,7096044,3137,47995,266,247,19,13236,0,0.015288235,0.085467128,0.007389517,0.010057349,0.009789839,0.000171246,0.804924993
20200825,5665772,245386,285158,254394,370260,303739,7124709,3349,50362,280,212,67,21415,1,0.015850552,0.067580491,0.011868066,0.010107154,0.009828369,0.000169785,0.796099192
20200826,5064212,222310,260364,220213,297662,277452,6342213,3585,52795,320,236,82,23669,2,0.017832265,0.070468797,0.01296337,0.010165797,0.00987561,0.000168694,0.786641117
20200827,4760620,194696,241408,194659,246200,259897,5897480,3932,52041,441,347,93,20073,1,0.024144539,0.09679219,0.010853168,0.010291944,0.010005461,0.000167417,0.773067465
20200828,5927185,223843,271374,226118,319530,313822,7281872,4210,50711,371,278,90,18138,3,0.019833209,0.070701933,0.009701649,0.010384833,0.010105858,0.000167398,0.762750957
20200829,5367381,125075,164435,125120,200327,243059,6225397,4314,54046,323,104,214,21612,5,0.016931383,0.024703088,0.01144875,0.010456626,0.010160638,0.000168122,0.761082474
20200830,4791057,57412,102227,52331,51709,203614,5258350,4473,58021,299,159,138,14841,2,0.015412371,0.036856745,0.007772888,0.010555963,0.010237661,0.000167865,0.756535865
20200831,5531702,227463,266102,227464,336592,300879,6890202,4650,57876,248,177,70,13519,1,0.012589472,0.039570758,0.007025886,0.010611162,0.010294222,0.000167209,0.750639194
20200901,5390920,245602,281395,257132,356030,293472,6824551,4660,56743,235,10,225,21391,0,0.01178122,0.002150538,0.011039439,0.010609056,0.010301774,0.000165384,0.75304727
20200902,4739747,207338,252017,210523,261958,264583,5936166,4767,56748,267,107,158,21215,2,0.013229611,0.022961373,0.010829063,0.010630881,0.010326239,0.000164622,0.750941366
20200903,4830225,204788,243948,198583,222864,268799,5969207,4786,55524,195,19,173,20257,3,0.009535919,0.003985735,0.010229284,0.010613729,0.010319152,0.000164455,0.75222825
20200904,6148329,244737,280784,240442,344732,320995,7580019,4728,52266,198,-58,254,18354,2,0.009591165,-0.012118679,0.009174468,0.010597771,0.010323413,0.00016395,0.757268976
20200905,5781140,132296,167992,129322,208351,256931,6676032,4668,52077,168,-60,226,18139,2,0.008060647,-0.012690355,0.008984569,0.010584554,0.01031396,0.000163472,0.76197049
20200906,4593196,55199,98173,49371,44022,195094,5035055,4697,49621,167,29,137,8890,1,0.007948596,0.006212511,0.004364165,0.010608051,0.010350769,0.000163251,0.762430939
20200907,4258271,173540,214683,163614,179453,236104,5225665,4663,47109,119,-34,151,5362,2,0.005619304,-0.007238663,0.002620807,0.01062575,0.010381724,0.000163799,0.765261082
20200908,5436864,236477,272056,233935,307599,294545,6781476,4455,43370,136,-208,339,14781,5,0.006386176,-0.044606477,0.007205685,0.010595696,0.010373277,0.000165047,0.776222471
20200909,5412317,230036,271447,240448,342605,292678,6789531,4221,36533,156,-234,387,16156,3,0.007278835,-0.052525253,0.007819647,0.010552862,0.010367711,0.000165207,0.78853993
20200910,5646828,243865,280105,246318,351948,300359,7069423,4037,33018,155,-184,337,17357,2,0.007179915,-0.043591566,0.008335759,0.010521283,0.010355826,0.000164794,0.798417882
20200911,6184424,240556,279349,241950,350558,319579,7616416,3953,29423,176,-84,256,19620,4,0.008094559,-0.02080753,0.009344677,0.010488624,0.010343,0.000165156,0.8036863
20200912,6074193,124664,160379,126359,198839,264949,6949383,3671,27826,136,-282,413,16246,5,0.006204663,-0.071338224,0.007666061,0.010464355,0.010328,0.000166241,0.817456359
20200913,5909247,57751,97938,50449,49627,240346,6405358,3592,27705,121,-79,197,7813,3,0.005486284,-0.021520022,0.003658702,0.010482306,0.010346807,0.000167034,0.821879509
20200914,5754833,232268,270257,228605,335637,307766,7129366,3433,27476,109,-159,263,7732,5,0.004915224,-0.044265033,0.003607572,0.010494338,0.010360288,0.000168759,0.829661207
20200915,5667132,250849,286491,261289,372322,303122,7141205,3146,27310,106,-287,389,13576,4,0.004756563,-0.08360035,0.006311477,0.010476459,0.01034428,0.000169548,0.843106605
20200916,5546362,235115,275874,250637,353455,299137,6960580,2827,25842,113,-319,432,14254,0,0.005046671,-0.101398601,0.006585117,0.010452441,0.01032847,0.000168439,0.858069677
20200917,5651520,239386,275741,247459,356312,300441,7070859,2742,25508,153,-85,233,13060,5,0.006798791,-0.030067209,0.005994037,0.010458441,0.010336732,0.000169716,0.862559033
20200918,6371828,244092,280840,247398,357300,327633,7829091,2635,25403,126,-107,228,14473,5,0.005561195,-0.039022611,0.006602971,0.010446308,0.010326034,0.000170869,0.867796164
20200919,6790062,133091,168082,133352,210221,290837,7725645,2545,24705,110,-90,199,12797,1,0.004828161,-0.034155598,0.005800038,0.010432193,0.010316056,0.000170335,0.872319049
20200920,6166648,61683,105332,61032,61672,251114,6707481,2434,24274,82,-111,188,7539,5,0.003581881,-0.043614931,0.003397228,0.010431674,0.010317955,0.000172003,0.877388466
20200921,5866283,236487,271987,238982,356832,312348,7282919,2412,22536,70,-22,90,4888,2,0.00304679,-0.00903862,0.002195176,0.010432072,0.010326722,0.000172523,0.87862877
20200922,5781640,254447,287244,267979,380323,308919,7280552,2277,23222,61,-135,193,13523,3,0.002646995,-0.055970149,0.006059808,0.010399255,0.010291691,0.00017282,0.884661993
20200923,5815345,250613,287327,264624,381547,310089,7309545,2178,20527,110,-99,209,11787,0,0.004760668,-0.043478261,0.005250072,0.010381099,0.010286681,0.000171917,0.889472777
20200924,5880195,252283,287894,266430,379397,309324,7375523,2116,20782,125,-62,182,12100,5,0.005384218,-0.028466483,0.005361339,0.010382005,0.010286915,0.000173204,0.892506748
20200925,6375639,251017,290833,261999,381162,329680,7890330,2082,19575,114,-34,146,11277,2,0.00488411,-0.016068053,0.004970033,0.0103751,0.010286036,0.000173225,0.89439352
20200926,6314762,141683,177774,154222,251182,281545,7321168,1951,18508,61,-131,188,10069,4,0.002600725,-0.062920269,0.004415694,0.010351095,0.010267449,0.00017421,0.900068039
20200927,5570031,64090,105350,65088,86571,234156,6125286,1962,18878,95,11,82,6172,2,0.004039803,0.005638134,0.002694791,0.010366436,0.010281222,0.000174612,0.899919529
20200928,6186219,241897,278817,241450,362463,326042,7636888,1963,18587,50,1,44,4786,5,0.002117657,0.000509684,0.002084026,0.010365284,0.010281567,0.000176422,0.899877435
20200929,6611309,206309,254688,194719,296362,338176,7901563,1822,20056,38,-141,178,11741,1,0.001606018,-0.071828833,0.005101892,0.010335423,0.010245806,0.000175959,0.905945399
20201005,5506864,217732,257475,211130,312773,300935,6806909,1856,22447,73,31,41,6033,1,0.003030177,0.016986301,0.002571233,0.010371123,0.010272159,0.000179393,0.905727529
20201006,5585401,251913,287020,258947,370781,302524,7056586,1734,22737,75,-122,197,13055,0,0.003103791,-0.065732759,0.005549703,0.010346626,0.010247173,0.000178403,0.911052436
20201007,5666836,249109,286636,257119,372660,304124,7136484,1594,22138,114,-140,251,12640,3,0.004703164,-0.080738178,0.005343631,0.010336873,0.010240644,0.000178716,0.917094403
20201008,6293189,251940,292572,257737,372843,329814,7798095,1532,20978,69,-62,129,10771,2,0.002833326,-0.038895859,0.004529297,0.010313928,0.010223355,0.000178748,0.919785439
20201009,6449186,159679,196737,159465,239633,272251,7476951,1479,20699,54,-53,106,11389,1,0.002211121,-0.0345953,0.004767578,0.010286048,0.010197343,0.000178316,0.922086942
20201010,6410422,117290,152403,105553,193511,275813,7254992,1494,18982,72,15,55,4451,2,0.002941657,0.010141988,0.001854403,0.010289634,0.01020841,0.000178818,0.921622943
20201011,5851674,56655,102931,55031,60199,243011,6369501,1481,19303,58,-13,69,5799,2,0.002362718,-0.008701473,0.002411543,0.010290317,0.010207913,0.000179217,0.922254735
20201012,5842268,235144,276119,234927,351463,314509,7254430,1541,19192,97,60,36,5127,1,0.003942128,0.040513167,0.00212696,0.010308302,0.010226402,0.000179251,0.920090677
20201013,5760413,252008,288849,262573,379298,308607,7251748,1497,20124,91,-44,134,13150,1,0.003683763,-0.028552888,0.00544376,0.010293793,0.010208501,0.000178692,0.922118254
20201014,5768408,246122,285932,254045,378066,308495,7241068,1410,18396,84,-87,167,12683,4,0.003387916,-0.058116232,0.005222006,0.010267238,0.010189875,0.000179402,0.925717501
20201015,5857101,243840,286380,251874,385114,311025,7335334,1467,18262,110,57,52,9296,1,0.004421577,0.040425532,0.003807584,0.010272656,0.010196108,0.00017913,0.923723387
20201016,6420309,241299,286209,248411,366447,329543,7892218,1414,17355,47,-53,98,8687,2,0.001880903,-0.036128153,0.003544645,0.010251545,0.010179204,0.00017931,0.925903735
20201017,6862887,130374,173829,129463,213305,298753,7808611,1407,17318,73,-7,78,9101,2,0.002915918,-0.004950495,0.003700457,0.010243109,0.010171248,0.000179459,0.926318305
20201018,6314162,59326,108556,54212,61135,258835,6856226,1443,17781,91,36,54,6002,1,0.003624343,0.025586354,0.00243141,0.010257055,0.010183352,0.000179428,0.925116076
20201019,5913124,232194,272070,228393,354240,315819,7315840,1463,16763,76,20,56,4697,0,0.003015993,0.013860014,0.001898139,0.010264114,0.010194714,0.000179088,0.924549951
20201020,5815341,248621,286775,256220,376336,308710,7292003,1420,19379,58,-43,98,12085,3,0.002294758,-0.029391661,0.004874505,0.010248259,0.010168542,0.000179424,0.926301662
20201021,5760063,242683,282205,250622,373799,306716,7216088,1390,19493,91,-30,118,12180,3,0.003592153,-0.021126761,0.004888992,0.010235113,0.010155419,0.000179749,0.927627439
20201022,5837394,240761,281644,243810,366604,308726,7278939,1443,19813,119,53,63,11834,3,0.004680617,0.038129496,0.004726999,0.010235575,0.01015495,0.000180096,0.925772227
20201023,6501865,239122,285455,238567,362151,330803,7957963,1526,20430,155,83,70,13296,2,0.006068199,0.057519058,0.005285997,0.010245631,0.010162852,0.00017994,0.922912289
20201024,6986450,129921,172308,126056,218169,297909,7930813,1484,21888,77,-42,117,12058,2,0.002996342,-0.027522936,0.004768607,0.010233084,0.010144926,0.000179873,0.924694471
20201025,6548124,60470,108583,51561,59802,263881,7092421,1510,21682,61,26,35,5467,0,0.002366634,0.017520216,0.002151787,0.010234252,0.010147101,0.000179487,0.923865924
20201026,5969371,230739,274582,228727,355795,315714,7374928,1593,20763,119,83,36,6118,0,0.004605976,0.054966887,0.002402847,0.01025281,0.010169403,0.000179057,0.921017145
20201027,5836039,246486,287466,256216,377104,310060,7313371,1602,23003,88,9,76,15323,3,0.003390484,0.005649718,0.006003689,0.010234679,0.010142986,0.000179157,0.920823254
20201028,5842725,242381,284906,253230,371063,309156,7303461,1612,22904,103,10,92,15373,1,0.003954998,0.006242197,0.005987334,0.010213058,0.010122495,0.000178477,0.92071445
20201029,5908035,242182,286824,250245,367814,311253,7366353,1641,26148,125,29,95,15018,1,0.004780846,0.017990074,0.00581426,0.010214905,0.010112095,0.000177831,0.919949754
20201030,6543278,236971,285733,239406,353750,333637,7992775,1695,26373,114,54,59,14253,1,0.004339386,0.032906764,0.00548619,0.010203577,0.010100562,0.000177243,0.918211105
20201031,7142564,129504,175103,125580,207156,302843,8082750,1736,25678,126,41,84,12261,1,0.004775441,0.024188791,0.004693689,0.010201192,0.010101383,0.000176796,0.917015578
20201101,6012537,57119,109917,50848,52917,243510,6526848,1812,24838,124,76,46,6138,2,0.004677304,0.043778802,0.002338738,0.010221461,0.010124951,0.000177144,0.914473437
20201102,5839586,228909,270868,221508,327606,311976,7200453,1869,25524,97,57,38,6020,2,0.003641825,0.031456954,0.002288425,0.010237729,0.010138623,0.000177498,0.912576687
20201103,5704479,246972,289016,256177,362768,304482,7163894,1825,25815,75,-44,115,13209,4,0.002805626,-0.023542001,0.005009766,0.010215911,0.010116387,0.000178123,0.914313426
20201104,5713483,242658,284992,245394,356509,304837,7147873,1834,24255,117,9,106,12400,2,0.004364532,0.004931507,0.004679494,0.010206201,0.010113216,0.000178044,0.914277225
20201105,5843582,244939,287929,245335,357516,307158,7286459,1839,25062,125,5,119,11446,1,0.004642698,0.002726281,0.004299356,0.010212399,0.010116673,0.000177656,0.914451551
20201106,6474695,239166,289380,239657,351387,328479,7922764,1897,25629,145,58,86,12608,1,0.005360642,0.03153888,0.004715554,0.01022068,0.010123169,0.000177195,0.912738104
20201107,7020164,126826,176252,120253,194928,297669,7936092,1896,26217,89,-1,89,10935,1,0.003272781,-0.000527148,0.004070635,0.010214408,0.010115125,0.000176847,0.913022761
20201108,6477146,58408,113466,52670,57646,260439,7019775,1980,25648,143,84,58,5631,1,0.005241359,0.044303797,0.002087683,0.010244166,0.010146958,0.000176848,0.910377015
20201109,5872106,228660,275117,228337,341904,312365,7258489,2043,25802,126,63,61,6319,2,0.004594181,0.031818182,0.002337878,0.010267586,0.010169799,0.000177174,0.9084277
20201110,5737569,244037,289496,258045,369395,306582,7205124,2007,27855,100,-36,131,14761,5,0.003629501,-0.017621145,0.005448476,0.010256281,0.010151401,0.00017805,0.909879936
20201111,5834450,239435,285916,249012,366587,310272,7285672,2044,28688,145,37,106,12573,2,0.005243744,0.018435476,0.004615708,0.010265362,0.010157747,0.000177962,0.908947009
20201112,5920728,241352,288540,247524,365970,309410,7373524,2049,29284,143,5,138,13238,0,0.00514444,0.002446184,0.00483751,0.010270224,0.01016085,0.000177106,0.909234073
20201113,6561501,238419,290518,243122,356531,331283,8021374,2106,30119,191,57,133,11639,1,0.006836077,0.027818448,0.004232718,0.010299529,0.010187191,0.000176721,0.907788561
20201114,6981484,127059,175838,126385,210173,295396,7916335,2208,34692,205,102,99,15878,4,0.007287334,0.048433048,0.005749963,0.010331821,0.010202763,0.000177151,0.90471485
20201115,6458665,60549,117762,56356,60960,262472,7016764,2360,36378,208,152,55,9589,1,0.007340486,0.06884058,0.00345265,0.010377757,0.010242293,0.000176901,0.900049047
20201116,5889116,229654,276021,230251,352336,311678,7289056,2513,38314,222,153,68,10812,1,0.007777466,0.064830508,0.003879613,0.010424828,0.010282061,0.000176574,0.895466871
20201117,5696785,246035,288943,260061,371752,306002,7169578,2642,41202,230,129,101,18065,0,0.00799555,0.051333068,0.006457117,0.0104507,0.010297778,0.000175442,0.891847151
20201118,5581020,229412,278214,237452,350889,300746,6977733,2812,42688,285,170,113,18579,2,0.009828942,0.064345193,0.006598235,0.010488802,0.010330829,0.000174997,0.887025716
20201119,5182195,201579,255175,207256,302426,280733,6429364,3010,45525,325,198,125,19463,2,0.011099348,0.070412518,0.006866874,0.010542434,0.010374256,0.000174504,0.881510505
20201120,6406527,237049,284180,234194,340553,328070,7830573,3190,48143,348,180,165,19585,3,0.011754374,0.059800664,0.006862791,0.010602296,0.010424657,0.000174359,0.876777726
20201121,6594011,125789,169669,119360,195350,286558,7490737,3472,51345,386,282,102,23303,2,0.012886426,0.088401254,0.008109961,0.010663057,0.010474049,0.000173647,0.868984838
20201122,5642238,54222,103593,50809,51801,236430,6139093,3699,54029,330,227,101,12144,2,0.01087673,0.065380184,0.004192381,0.010743317,0.010543769,0.000173609,0.862927943
20201123,5739815,228127,270910,229028,345359,306789,7120028,3893,56455,271,194,73,13245,4,0.008835996,0.052446607,0.004553382,0.010797326,0.010588719,0.000174191,0.857729227
20201124,5553384,244192,284951,257860,373377,301001,7014765,4058,57769,349,165,183,24264,1,0.011279532,0.042383766,0.008303697,0.010832361,0.01061997,0.000173096,0.854010866
20201125,5589571,239126,279937,252086,374705,301392,7036817,4334,55838,382,276,103,20006,3,0.012208373,0.0680138,0.006790128,0.010881964,0.010677124,0.00017294,0.846962617
20201126,5615460,238940,279713,249919,374538,300809,7059379,4788,55361,581,454,125,21639,2,0.018344279,0.104753115,0.007294843,0.010998015,0.010794245,0.000172357,0.835581186
20201127,6178252,237122,279550,247620,368534,319167,7630245,5189,56637,555,401,153,21518,1,0.017207702,0.083751044,0.007201518,0.011110577,0.010901482,0.000171457,0.826109485
20201128,5948076,125466,163076,129973,220086,264057,6850734,5440,58794,503,251,246,22441,6,0.015331626,0.048371555,0.007456723,0.011203957,0.010986695,0.000172167,0.821020083
20201129,5304584,58920,102973,56422,64297,224934,5812130,5696,62829,450,256,193,14968,1,0.013509051,0.047058824,0.004936773,0.011313709,0.011080413,0.000171649,0.815793371
