,VIF Factor,features
0,14.007431981605468,Intercept
1,6.770809768743628,i_critical
2,6.355864824945995,i_nw_confirm
3,2.078284045211986,i_nw_quarant
4,4.775324655631749,i_nw_test
5,4.001805446948103,i_nw_death
6,1.1415966081511262,i_quarant_id_rto
7,1.2511152432799726,i_test_id_rto
8,1.0810636057246907,i_test_cnfm_rto
9,1.7973648617164217,i_fatality_rto
10,2.3343244400016823,i_release_rto
11,1.1680925538322828,i_critical_rto
